('M0P1', 'M0P2') [[75.37243]]
('N45', 'N141') [[18.44763]]
('N132', 'N138') [[18.445627]]
('N11', 'N58') [[18.445013]]
('N27', 'N101') [[18.442093]]
('N101', 'M0P1') [[18.440344]]
('N133', 'N185') [[18.436693]]
('N185', 'N201') [[18.43287]]
('N141', 'N152') [[18.430395]]
('N81', 'N159') [[18.426374]]
('N49', 'N103') [[18.425951]]
('N138', 'N166') [[18.424225]]
('N99', 'N132') [[18.42229]]
('N132', 'N253') [[18.417068]]
('N11', 'N150') [[18.417019]]
('N49', 'N154') [[18.41622]]
('N240', 'N252') [[18.415909]]
('N240', 'N245') [[18.412655]]
('N26', 'N54') [[18.40826]]
('N152', 'N214') [[18.405855]]
('N115', 'N131') [[18.398357]]
('N115', 'N245') [[18.397894]]
('N58', 'N69') [[18.396177]]
('N88', 'N138') [[18.39384]]
('N138', 'N162') [[18.393]]
('N92', 'N141') [[18.391365]]
('N115', 'N165') [[18.39054]]
('N115', 'N193') [[18.390184]]
('N141', 'N151') [[18.387697]]
('N136', 'N190') [[18.386923]]
('N4', 'N14') [[18.385677]]
('N4', 'N49') [[18.381306]]
('N119', 'N141') [[18.379969]]
('N27', 'N245') [[18.379875]]
('N33', 'N123') [[18.37979]]
('N88', 'N240') [[18.377903]]
('N11', 'N240') [[18.377867]]
('N132', 'N162') [[18.37503]]
('N11', 'N138') [[18.374537]]
('N16', 'N185') [[18.374252]]
('N11', 'N164') [[18.373528]]
('N174', 'N240') [[18.369822]]
('N22', 'N249') [[18.368805]]
('N78', 'N141') [[18.367851]]
('N49', 'N240') [[18.36752]]
('N151', 'N174') [[18.366022]]
('N81', 'N185') [[18.36582]]
('N74', 'N228') [[18.363533]]
('N49', 'N185') [[18.358]]
('N24', 'N115') [[18.355665]]
('N69', 'N159') [[18.354546]]
('N28', 'N54') [[18.352343]]
('N3', 'N115') [[18.351603]]
('N132', 'N174') [[18.3504]]
('N208', 'N240') [[18.349081]]
('N129', 'N152') [[18.348671]]
('N185', 'N193') [[18.347357]]
('N75', 'N249') [[18.347246]]
('N24', 'N228') [[18.345665]]
('N228', 'N248') [[18.344349]]
('N54', 'N152') [[18.343]]
('N27', 'N190') [[18.342636]]
('N174', 'N228') [[18.340742]]
('N117', 'N166') [[18.339539]]
('N122', 'N141') [[18.33898]]
('N54', 'N173') [[18.3376]]
('N115', 'N159') [[18.336088]]
('N132', 'M0P1') [[18.333862]]
('N185', 'N212') [[18.330736]]
('N132', 'N190') [[18.329073]]
('N12', 'N88') [[18.32707]]
('N58', 'N162') [[18.325933]]
('N115', 'N162') [[18.3253]]
('N54', 'N221') [[18.317633]]
('N159', 'N166') [[18.31685]]
('N24', 'N75') [[18.316832]]
('N141', 'N243') [[18.316618]]
('N128', 'N252') [[18.315458]]
('N115', 'N173') [[18.31539]]
('N152', 'N232') [[18.315386]]
('N174', 'N190') [[18.315327]]
('N54', 'N208') [[18.313242]]
('N141', 'N220') [[18.311567]]
('N169', 'N249') [[18.310534]]
('N141', 'N207') [[18.310287]]
('N49', 'N122') [[18.307003]]
('N185', 'N253') [[18.303768]]
('N33', 'N249') [[18.303267]]
('N49', 'N69') [[18.301228]]
('N12', 'N33') [[18.2985]]
('N141', 'N164') [[18.298435]]
('N150', 'N185') [[18.298044]]
('N27', 'N117') [[18.294706]]
('N159', 'N222') [[18.293182]]
('N138', 'N174') [[18.29286]]
('N138', 'N141') [[18.291433]]
('N129', 'N141') [[18.290318]]
('N81', 'N129') [[18.28868]]
('N24', 'N123') [[18.287666]]
('N49', 'N114') [[18.28623]]
('N127', 'N141') [[18.28442]]
('N117', 'N173') [[18.283041]]
('N54', 'N103') [[18.282799]]
('N47', 'N132') [[18.282043]]
('N37', 'N54') [[18.281675]]
('N130', 'N141') [[18.281616]]
('N115', 'N132') [[18.280792]]
('N33', 'N49') [[18.280495]]
('N119', 'N207') [[18.276054]]
('N45', 'N228') [[18.27547]]
('N102', 'N117') [[18.274935]]
('N49', 'N141') [[18.27446]]
('N14', 'N159') [[18.27404]]
('N103', 'N141') [[18.272352]]
('N35', 'N141') [[18.271791]]
('N138', 'N185') [[18.271076]]
('N49', 'N54') [[18.269793]]
('N123', 'N185') [[18.268667]]
('N27', 'N208') [[18.26745]]
('N152', 'N224') [[18.266287]]
('N139', 'N141') [[18.26435]]
('N119', 'N185') [[18.264069]]
('N162', 'N240') [[18.263277]]
('N41', 'N123') [[18.26124]]
('N69', 'N128') [[18.260252]]
('N54', 'N88') [[18.256315]]
('N132', 'N252') [[18.255325]]
('N141', 'N199') [[18.25469]]
('N141', 'N159') [[18.254475]]
('N88', 'N229') [[18.253801]]
('N89', 'N152') [[18.252804]]
('N10', 'N75') [[18.251389]]
('N3', 'N49') [[18.251192]]
('N173', 'N185') [[18.25018]]
('N27', 'N86') [[18.246014]]
('N26', 'N228') [[18.245546]]
('N141', 'N232') [[18.245312]]
('N141', 'N182') [[18.241634]]
('N27', 'N249') [[18.240139]]
('N115', 'N160') [[18.239183]]
('N88', 'N221') [[18.237846]]
('N54', 'N89') [[18.236399]]
('N27', 'N30') [[18.235182]]
('N190', 'N192') [[18.234333]]
('N88', 'N132') [[18.233938]]
('N136', 'N240') [[18.232937]]
('N33', 'N201') [[18.232393]]
('N65', 'N141') [[18.232248]]
('N21', 'N185') [[18.231155]]
('N16', 'N33') [[18.22877]]
('N49', 'N81') [[18.228497]]
('N69', 'N141') [[18.227047]]
('N58', 'N101') [[18.225613]]
('N162', 'N228') [[18.222122]]
('N196', 'N228') [[18.221766]]
('N228', 'N239') [[18.2217]]
('N38', 'N164') [[18.220474]]
('N24', 'N185') [[18.219482]]
('N58', 'N114') [[18.21922]]
('N11', 'N185') [[18.218708]]
('N228', 'N243') [[18.21518]]
('N10', 'N174') [[18.213095]]
('N22', 'N173') [[18.209835]]
('N141', 'N175') [[18.208374]]
('N185', 'N191') [[18.208202]]
('N10', 'N138') [[18.20692]]
('N141', 'N218') [[18.206818]]
('N81', 'N117') [[18.20663]]
('N144', 'N185') [[18.20654]]
('N101', 'N228') [[18.206179]]
('N12', 'N210') [[18.20481]]
('N141', 'N210') [[18.204592]]
('N132', 'N221') [[18.203608]]
('N119', 'N235') [[18.202168]]
('N166', 'N228') [[18.20205]]
('N28', 'N185') [[18.201036]]
('N115', 'N141') [[18.200737]]
('N33', 'N185') [[18.20066]]
('N21', 'N49') [[18.199186]]
('N245', 'N249') [[18.199009]]
('N169', 'N185') [[18.198895]]
('N49', 'N208') [[18.195795]]
('N113', 'N164') [[18.195658]]
('N159', 'N220') [[18.195236]]
('N101', 'N141') [[18.192335]]
('N38', 'N138') [[18.191483]]
('N54', 'N249') [[18.190817]]
('N174', 'N245') [[18.190617]]
('N88', 'N119') [[18.190506]]
('N110', 'N174') [[18.19045]]
('N164', 'N197') [[18.18966]]
('N132', 'N165') [[18.189228]]
('N28', 'N88') [[18.1892]]
('N185', 'N202') [[18.187975]]
('N152', 'N252') [[18.187681]]
('N185', 'N226') [[18.187473]]
('N235', 'N239') [[18.186161]]
('N14', 'N81') [[18.185865]]
('N190', 'N249') [[18.184948]]
('N49', 'N115') [[18.184015]]
('N11', 'N174') [[18.183903]]
('N133', 'N159') [[18.183384]]
('N58', 'N170') [[18.181116]]
('N201', 'N235') [[18.180492]]
('N99', 'N174') [[18.18039]]
('N177', 'N240') [[18.179737]]
('N81', 'N141') [[18.1797]]
('N24', 'N174') [[18.179491]]
('N115', 'N122') [[18.17924]]
('N115', 'N235') [[18.178022]]
('N185', 'N204') [[18.17536]]
('N58', 'N159') [[18.175188]]
('N21', 'N174') [[18.175081]]
('N202', 'N252') [[18.174875]]
('N75', 'N159') [[18.171782]]
('N110', 'N249') [[18.171778]]
('N54', 'N190') [[18.171272]]
('N115', 'N136') [[18.169556]]
('N49', 'N119') [[18.169113]]
('N54', 'N243') [[18.168467]]
('N141', 'N252') [[18.166634]]
('N110', 'N177') [[18.164572]]
('N141', 'N201') [[18.163372]]
('N128', 'N240') [[18.163052]]
('N107', 'N141') [[18.162127]]
('N58', 'N169') [[18.162012]]
('N132', 'N166') [[18.160917]]
('N81', 'N162') [[18.159334]]
('N135', 'N159') [[18.158798]]
('N228', 'N240') [[18.15841]]
('N51', 'N141') [[18.158316]]
('N18', 'N228') [[18.157604]]
('N11', 'N88') [[18.156929]]
('N132', 'N173') [[18.154428]]
('N22', 'N46') [[18.153843]]
('N33', 'N54') [[18.153805]]
('N11', 'N173') [[18.153576]]
('N16', 'N174') [[18.152378]]
('N58', 'N118') [[18.150282]]
('N115', 'N208') [[18.15007]]
('N49', 'N166') [[18.1495]]
('N132', 'N249') [[18.148888]]
('N38', 'N159') [[18.148403]]
('N106', 'N135') [[18.146292]]
('N16', 'N49') [[18.14623]]
('N54', 'N174') [[18.145247]]
('N54', 'N220') [[18.144907]]
('N95', 'N159') [[18.143753]]
('N54', 'N122') [[18.143751]]
('N11', 'N87') [[18.14362]]
('N110', 'N138') [[18.143105]]
('N49', 'N86') [[18.142553]]
('N4', 'N38') [[18.142462]]
('N49', 'N58') [[18.140562]]
('N37', 'N132') [[18.139297]]
('N41', 'N240') [[18.138283]]
('N138', 'N159') [[18.13819]]
('N4', 'N174') [[18.138124]]
('N131', 'N133') [[18.13593]]
('N69', 'N249') [[18.132315]]
('N106', 'N141') [[18.130762]]
('N83', 'N159') [[18.130224]]
('N41', 'N49') [[18.128578]]
('N115', 'N226') [[18.127989]]
('N88', 'N174') [[18.126768]]
('N162', 'N207') [[18.126507]]
('N141', 'N246') [[18.125286]]
('N27', 'N228') [[18.125092]]
('N141', 'N251') [[18.124407]]
('N110', 'N201') [[18.124352]]
('N58', 'N193') [[18.12401]]
('N11', 'N67') [[18.123718]]
('N193', 'N208') [[18.12285]]
('N58', 'N133') [[18.122759]]
('N141', 'N229') [[18.122602]]
('N58', 'N240') [[18.12235]]
('N12', 'N185') [[18.121416]]
('N174', 'N177') [[18.120716]]
('N12', 'N38') [[18.120262]]
('N101', 'N115') [[18.119986]]
('N151', 'N159') [[18.119139]]
('N96', 'N132') [[18.118889]]
('N11', 'N119') [[18.11827]]
('N103', 'N228') [[18.118027]]
('N28', 'N49') [[18.117506]]
('N123', 'N249') [[18.117165]]
('N54', 'N240') [[18.116531]]
('N122', 'N185') [[18.116116]]
('N141', 'N142') [[18.116058]]
('N88', 'N249') [[18.11569]]
('N141', 'N235') [[18.11456]]
('N112', 'N141') [[18.11428]]
('N220', 'N228') [[18.113993]]
('N87', 'N249') [[18.113745]]
('N25', 'N141') [[18.112885]]
('N162', 'N173') [[18.112457]]
('N110', 'N173') [[18.111143]]
('N54', 'N177') [[18.110554]]
('N24', 'N201') [[18.110096]]
('N22', 'N228') [[18.109907]]
('N34', 'N141') [[18.109018]]
('N33', 'N122') [[18.108591]]
('N12', 'N240') [[18.106548]]
('N108', 'N152') [[18.106466]]
('N115', 'N152') [[18.106413]]
('N115', 'N156') [[18.106089]]
('N88', 'N166') [[18.105528]]
('N85', 'N187') [[18.105402]]
('N128', 'N132') [[18.104948]]
('N141', 'N214') [[18.104347]]
('N49', 'N152') [[18.103981]]
('N133', 'N152') [[18.103743]]
('N122', 'N159') [[18.103392]]
('N81', 'N102') [[18.102772]]
('N43', 'N132') [[18.101393]]
('N22', 'N75') [[18.100384]]
('N4', 'N114') [[18.100004]]
('N11', 'N159') [[18.098936]]
('N185', 'N186') [[18.098925]]
('N141', 'N202') [[18.098438]]
('N221', 'N228') [[18.098148]]
('N74', 'N132') [[18.097445]]
('N24', 'N26') [[18.096207]]
('N58', 'N173') [[18.095997]]
('N58', 'N201') [[18.094343]]
('N26', 'N201') [[18.092785]]
('N134', 'N249') [[18.092718]]
('N22', 'N64') [[18.092163]]
('N212', 'N240') [[18.091116]]
('N73', 'N191') [[18.090979]]
('N76', 'N141') [[18.088877]]
('N33', 'N177') [[18.088364]]
('N214', 'N228') [[18.08781]]
('N98', 'N115') [[18.08746]]
('N38', 'N83') [[18.087252]]
('N54', 'N110') [[18.086676]]
('N85', 'N123') [[18.086462]]
('N81', 'N207') [[18.085728]]
('N11', 'N115') [[18.085594]]
('N120', 'N144') [[18.085487]]
('N27', 'N185') [[18.085205]]
('N93', 'N221') [[18.08466]]
('N54', 'N129') [[18.084505]]
('N11', 'N27') [[18.083973]]
('N132', 'N239') [[18.083796]]
('N58', 'N235') [[18.083677]]
('N21', 'N58') [[18.08367]]
('N81', 'N152') [[18.082323]]
('N138', 'N221') [[18.080914]]
('N33', 'N228') [[18.080545]]
('N115', 'N119') [[18.080242]]
('N221', 'N245') [[18.079838]]
('N216', 'N228') [[18.079754]]
('N95', 'N207') [[18.078156]]
('N33', 'N132') [[18.07784]]
('N136', 'N221') [[18.077736]]
('N169', 'N202') [[18.077581]]
('N27', 'N110') [[18.077215]]
('N62', 'N141') [[18.076965]]
('N90', 'N185') [[18.076605]]
('N130', 'N185') [[18.076368]]
('N185', 'N245') [[18.076202]]
('N103', 'N117') [[18.075144]]
('N141', 'N226') [[18.07393]]
('N58', 'N177') [[18.073683]]
('N33', 'N134') [[18.073338]]
('N159', 'N169') [[18.072632]]
('N21', 'N141') [[18.072208]]
('N132', 'N159') [[18.071207]]
('N49', 'N192') [[18.071098]]
('N58', 'N81') [[18.070946]]
('N123', 'N141') [[18.070925]]
('N16', 'N190') [[18.070423]]
('N12', 'N228') [[18.070389]]
('N73', 'N88') [[18.06943]]
('N4', 'N185') [[18.068867]]
('N164', 'N228') [[18.068666]]
('N128', 'N159') [[18.068382]]
('N141', 'N147') [[18.067404]]
('N54', 'N196') [[18.066933]]
('N81', 'N155') [[18.06586]]
('N102', 'N228') [[18.064903]]
('N12', 'N132') [[18.063887]]
('N136', 'N207') [[18.062214]]
('N24', 'N81') [[18.061167]]
('N43', 'N141') [[18.06109]]
('N132', 'N202') [[18.060719]]
('N49', 'N150') [[18.060007]]
('N11', 'N113') [[18.059296]]
('N88', 'N253') [[18.059181]]
('N58', 'N75') [[18.058817]]
('N141', 'N177') [[18.058601]]
('N159', 'N174') [[18.05773]]
('N22', 'N185') [[18.057564]]
('N173', 'N240') [[18.056625]]
('N49', 'N132') [[18.055937]]
('N10', 'N185') [[18.05562]]
('N24', 'N89') [[18.055328]]
('N69', 'N76') [[18.055054]]
('N54', 'N78') [[18.054873]]
('N147', 'N173') [[18.054672]]
('N103', 'N208') [[18.054632]]
('N18', 'N58') [[18.05443]]
('N33', 'N174') [[18.05302]]
('N134', 'N245') [[18.05265]]
('N99', 'N123') [[18.05234]]
('N21', 'N152') [[18.052279]]
('N132', 'N208') [[18.051834]]
('N38', 'N69') [[18.051773]]
('N208', 'N228') [[18.05169]]
('N123', 'N221') [[18.051172]]
('N103', 'N152') [[18.050695]]
('N81', 'N197') [[18.048603]]
('N49', 'N207') [[18.048374]]
('N147', 'N159') [[18.048117]]
('N27', 'M0P1') [[18.04769]]
('N9', 'N185') [[18.047209]]
('N29', 'N132') [[18.047178]]
('N49', 'N82') [[18.046997]]
('N16', 'N88') [[18.046045]]
('N58', 'N197') [[18.045595]]
('N4', 'N117') [[18.044867]]
('N16', 'N69') [[18.044434]]
('N133', 'N141') [[18.043932]]
('N96', 'N249') [[18.043203]]
('N69', 'N151') [[18.042555]]
('N83', 'N219') [[18.042461]]
('N22', 'N152') [[18.042416]]
('N12', 'N190') [[18.042198]]
('N8', 'N152') [[18.04145]]
('N110', 'N246') [[18.040073]]
('N165', 'N208') [[18.040016]]
('N96', 'N138') [[18.03995]]
('N49', 'N196') [[18.039505]]
('N87', 'N240') [[18.038376]]
('N96', 'N134') [[18.037542]]
('N54', 'N123') [[18.036707]]
('N228', 'N249') [[18.036673]]
('N81', 'N164') [[18.035667]]
('N152', 'N212') [[18.035532]]
('N75', 'N88') [[18.035429]]
('N162', 'N235') [[18.035065]]
('N49', 'N76') [[18.033464]]
('N54', 'N136') [[18.03316]]
('N132', 'N244') [[18.032991]]
('N64', 'N152') [[18.032927]]
('N64', 'N141') [[18.032764]]
('N174', 'N199') [[18.032427]]
('N49', 'N177') [[18.03236]]
('N81', 'N103') [[18.032246]]
('N24', 'N226') [[18.031319]]
('N88', 'N208') [[18.031305]]
('N75', 'N115') [[18.030813]]
('N78', 'N110') [[18.030788]]
('N85', 'N193') [[18.030289]]
('N29', 'N141') [[18.030212]]
('N98', 'N245') [[18.029978]]
('N221', 'N252') [[18.029812]]
('N47', 'N228') [[18.029503]]
('N119', 'N228') [[18.028791]]
('N81', 'N114') [[18.027874]]
('N58', 'N138') [[18.026287]]
('N152', 'N162') [[18.026085]]
('N132', 'N136') [[18.024952]]
('N240', 'N249') [[18.024292]]
('N183', 'N185') [[18.023623]]
('N154', 'N208') [[18.022467]]
('N95', 'N141') [[18.022203]]
('N54', 'N120') [[18.021446]]
('N81', 'N204') [[18.021341]]
('N185', 'N240') [[18.020716]]
('N16', 'N201') [[18.02064]]
('N119', 'N129') [[18.020363]]
('N24', 'N245') [[18.020296]]
('N69', 'N170') [[18.019901]]
('N108', 'N141') [[18.01973]]
('N12', 'N58') [[18.019321]]
('N128', 'N185') [[18.018616]]
('N81', 'N202') [[18.018003]]
('N174', 'N249') [[18.017736]]
('N185', 'N232') [[18.017]]
('N10', 'N141') [[18.016113]]
('N33', 'N144') [[18.015797]]
('N141', 'N162') [[18.015512]]
('N54', 'N141') [[18.015287]]
('N69', 'N241') [[18.015213]]
('N112', 'N174') [[18.014431]]
('N114', 'N136') [[18.013702]]
('N75', 'N123') [[18.013525]]
('N108', 'N177') [[18.013388]]
('N154', 'N245') [[18.012993]]
('N54', 'N248') [[18.012543]]
('N88', 'N239') [[18.010447]]
('N21', 'N190') [[18.009678]]
('N88', 'N228') [[18.00951]]
('N79', 'N185') [[18.009167]]
('N201', 'N239') [[18.0087]]
('N16', 'N197') [[18.008495]]
('N150', 'N228') [[18.008041]]
('N58', 'N97') [[18.007023]]
('N136', 'N245') [[18.006262]]
('N81', 'N240') [[18.005722]]
('N54', 'N138') [[18.004927]]
('N10', 'N132') [[18.004822]]
('N81', 'N248') [[18.00446]]
('N12', 'N152') [[18.004242]]
('N119', 'N249') [[18.003908]]
('N164', 'N173') [[18.003357]]
('N70', 'N240') [[18.00236]]
('N115', 'N231') [[18.002192]]
('N24', 'N99') [[18.002176]]
('N26', 'N141') [[18.001617]]
('N115', 'N248') [[18.000505]]
('N177', 'N185') [[18.000067]]
('N18', 'N128') [[17.998869]]
('N138', 'N228') [[17.99847]]
('N16', 'N159') [[17.997662]]
('N103', 'N166') [[17.996819]]
('N22', 'N208') [[17.995823]]
('N11', 'N141') [[17.995703]]
('N12', 'N252') [[17.995514]]
('N16', 'N136') [[17.995079]]
('N132', 'N175') [[17.995077]]
('N43', 'N128') [[17.995035]]
('N141', 'N225') [[17.994757]]
('N144', 'N152') [[17.994667]]
('N66', 'N240') [[17.994635]]
('N69', 'N115') [[17.994503]]
('N16', 'N75') [[17.994308]]
('N185', 'N239') [[17.993647]]
('N54', 'N161') [[17.992998]]
('N33', 'N103') [[17.992146]]
('N169', 'N208') [[17.990494]]
('N119', 'N252') [[17.990213]]
('N19', 'N49') [[17.989418]]
('N115', 'N240') [[17.989212]]
('N103', 'N132') [[17.98862]]
('N120', 'N200') [[17.988512]]
('N117', 'N204') [[17.987497]]
('N202', 'N249') [[17.987486]]
('N14', 'N151') [[17.987198]]
('N43', 'N159') [[17.9871]]
('N81', 'N243') [[17.986301]]
('N88', 'N169') [[17.986197]]
('N141', 'N176') [[17.986013]]
('N35', 'N208') [[17.98502]]
('N38', 'N110') [[17.984798]]
('N113', 'N132') [[17.984526]]
('N10', 'N49') [[17.9844]]
('N159', 'N202') [[17.98428]]
('N102', 'N115') [[17.984138]]
('N54', 'N164') [[17.983501]]
('N85', 'N185') [[17.982546]]
('N4', 'N88') [[17.982296]]
('N16', 'N245') [[17.981554]]
('N174', 'N208') [[17.980713]]
('N27', 'N35') [[17.980677]]
('N97', 'N226') [[17.980484]]
('N117', 'N249') [[17.980389]]
('N132', 'N164') [[17.980038]]
('N26', 'N185') [[17.979774]]
('N114', 'N141') [[17.979692]]
('N169', 'N239') [[17.97968]]
('N11', 'N39') [[17.979452]]
('N69', 'N119') [[17.978348]]
('N114', 'N132') [[17.978325]]
('N81', 'N193') [[17.977856]]
('N72', 'N132') [[17.977074]]
('N115', 'N138') [[17.97644]]
('N173', 'N193') [[17.975866]]
('N115', 'N222') [[17.974207]]
('N140', 'N187') [[17.97364]]
('N38', 'N54') [[17.973534]]
('N73', 'N228') [[17.973022]]
('N76', 'N159') [[17.972523]]
('N115', 'N129') [[17.97238]]
('N129', 'N243') [[17.971888]]
('N47', 'N141') [[17.971369]]
('N79', 'N115') [[17.971119]]
('N16', 'N129') [[17.971046]]
('N115', 'N170') [[17.971045]]
('N12', 'N174') [[17.97001]]
('N114', 'N248') [[17.968845]]
('N88', 'N159') [[17.968645]]
('N11', 'N110') [[17.968596]]
('N115', 'N139') [[17.968546]]
('N151', 'N245') [[17.968046]]
('N43', 'N221') [[17.968012]]
('N20', 'N33') [[17.967487]]
('N49', 'N64') [[17.96735]]
('N21', 'N132') [[17.96714]]
('N58', 'N208') [[17.966702]]
('N4', 'N43') [[17.964052]]
('N132', 'N201') [[17.963242]]
('N169', 'N190') [[17.96299]]
('N110', 'N136') [[17.962938]]
('N43', 'N58') [[17.962505]]
('N141', 'N224') [[17.962425]]
('N88', 'N186') [[17.962395]]
('N136', 'N185') [[17.96211]]
('N70', 'N141') [[17.961723]]
('N58', 'N244') [[17.96114]]
('N202', 'N245') [[17.959852]]
('N10', 'N173') [[17.959759]]
('N24', 'N134') [[17.95969]]
('N38', 'N214') [[17.959448]]
('N101', 'M0P2') [[17.958963]]
('N141', 'N212') [[17.95881]]
('N54', 'N218') [[17.957804]]
('N16', 'N152') [[17.955845]]
('N159', 'N232') [[17.955605]]
('N14', 'N73') [[17.955416]]
('N27', 'N174') [[17.955414]]
('N38', 'N173') [[17.955078]]
('N81', 'N122') [[17.954567]]
('N134', 'N141') [[17.952667]]
('N39', 'N228') [[17.951773]]
('N115', 'N214') [[17.95156]]
('N138', 'N227') [[17.950724]]
('N119', 'N152') [[17.950655]]
('N113', 'N151') [[17.949804]]
('N222', 'N239') [[17.948965]]
('N38', 'N166') [[17.948612]]
('N78', 'N185') [[17.947924]]
('N20', 'N58') [[17.947863]]
('N173', 'N249') [[17.947847]]
('N28', 'N58') [[17.946623]]
('N11', 'N33') [[17.946245]]
('N54', 'N128') [[17.94547]]
('N87', 'N141') [[17.945051]]
('N58', 'N110') [[17.944693]]
('N88', 'N147') [[17.94444]]
('N69', 'N152') [[17.944012]]
('N46', 'N58') [[17.943611]]
('N182', 'N208') [[17.943342]]
('N81', 'N228') [[17.943241]]
('N132', 'N235') [[17.942486]]
('N166', 'N196') [[17.942364]]
('N11', 'N245') [[17.942291]]
('N49', 'N159') [[17.942003]]
('N69', 'N174') [[17.941774]]
('N49', 'N136') [[17.941668]]
('N81', 'N221') [[17.9406]]
('N41', 'N132') [[17.940363]]
('N88', 'N152') [[17.93945]]
('N152', 'N207') [[17.939072]]
('N129', 'N162') [[17.93865]]
('N69', 'N132') [[17.938114]]
('N116', 'N152') [[17.93811]]
('N103', 'N207') [[17.938057]]
('N21', 'N114') [[17.937761]]
('N162', 'N185') [[17.936962]]
('N5', 'N240') [[17.936516]]
('N113', 'N177') [[17.936047]]
('N117', 'N132') [[17.935947]]
('N27', 'N98') [[17.935377]]
('N24', 'N85') [[17.935026]]
('N88', 'N114') [[17.93492]]
('N29', 'N58') [[17.934706]]
('N97', 'N141') [[17.934305]]
('N16', 'N244') [[17.934238]]
('N10', 'N152') [[17.933199]]
('N159', 'N243') [[17.9331]]
('N4', 'N79') [[17.932991]]
('N115', 'N166') [[17.932741]]
('N141', 'N231') [[17.932737]]
('N154', 'N185') [[17.932491]]
('N99', 'N249') [[17.932299]]
