('M0P1', 'M0P2') [[40.04003]]
('N42', 'N146') [[18.5543]]
('N178', 'N210') [[18.554295]]
('N182', 'N198') [[18.553345]]
('N10', 'N44') [[18.552393]]
('N109', 'N116') [[18.551079]]
('N40', 'N42') [[18.5509]]
('N50', 'N52') [[18.550749]]
('N203', 'N251') [[18.550491]]
('N28', 'N100') [[18.55049]]
('N77', 'N252') [[18.55028]]
('N165', 'N185') [[18.548922]]
('N143', 'N178') [[18.548801]]
('N27', 'N50') [[18.548311]]
('N48', 'N100') [[18.546646]]
('N229', 'N251') [[18.543262]]
('N0', 'N165') [[18.542273]]
('N44', 'N50') [[18.53808]]
('N182', 'N195') [[18.5379]]
('N165', 'N174') [[18.537579]]
('N10', 'N215') [[18.536694]]
('N183', 'N212') [[18.53593]]
('N69', 'N200') [[18.535631]]
('N162', 'N200') [[18.535458]]
('N60', 'N77') [[18.53538]]
('N27', 'N232') [[18.533337]]
('N167', 'N169') [[18.532564]]
('N34', 'N52') [[18.530813]]
('N50', 'N55') [[18.530684]]
('N33', 'N80') [[18.52995]]
('N102', 'N183') [[18.529512]]
('N42', 'N198') [[18.528725]]
('N69', 'N165') [[18.528635]]
('N144', 'N250') [[18.52796]]
('N162', 'N178') [[18.527515]]
('N109', 'N148') [[18.525969]]
('N50', 'N51') [[18.525959]]
('N167', 'N183') [[18.523764]]
('N51', 'N207') [[18.523737]]
('N82', 'N100') [[18.52371]]
('N198', 'N250') [[18.523088]]
('N74', 'N83') [[18.522682]]
('N10', 'N218') [[18.52245]]
('N69', 'N105') [[18.521862]]
('N17', 'N165') [[18.520939]]
('N27', 'N195') [[18.520199]]
('N52', 'N70') [[18.520006]]
('N109', 'N218') [[18.51835]]
('N17', 'N108') [[18.518185]]
('N49', 'N114') [[18.517931]]
('N63', 'N77') [[18.516798]]
('N165', 'N252') [[18.516712]]
('N109', 'N220') [[18.516594]]
('N69', 'N167') [[18.515028]]
('N49', 'N130') [[18.514893]]
('N52', 'N77') [[18.514845]]
('N51', 'N77') [[18.513428]]
('N68', 'N77') [[18.512522]]
('N16', 'N52') [[18.51236]]
('N165', 'N192') [[18.512161]]
('N52', 'N136') [[18.510303]]
('N78', 'N206') [[18.509432]]
('N200', 'N212') [[18.509357]]
('N36', 'N63') [[18.509235]]
('N8', 'N246') [[18.50905]]
('N10', 'N102') [[18.508955]]
('N10', 'N226') [[18.508741]]
('N100', 'N251') [[18.506594]]
('N40', 'N50') [[18.506445]]
('N74', 'N167') [[18.506138]]
('N42', 'N162') [[18.505337]]
('N10', 'N158') [[18.505257]]
('N167', 'N191') [[18.504652]]
('N52', 'N198') [[18.503513]]
('N135', 'N244') [[18.503065]]
('N158', 'N192') [[18.501495]]
('N51', 'N80') [[18.500801]]
('N34', 'N72') [[18.500467]]
('N52', 'N117') [[18.49997]]
('N96', 'N198') [[18.49914]]
('N100', 'N146') [[18.498713]]
('N17', 'N100') [[18.497608]]
('N15', 'N218') [[18.49677]]
('N52', 'N158') [[18.496157]]
('N1', 'N27') [[18.493752]]
('N21', 'N250') [[18.4936]]
('N34', 'N185') [[18.493164]]
('N50', 'N167') [[18.493158]]
('N146', 'N244') [[18.492903]]
('N50', 'N79') [[18.492735]]
('N63', 'N244') [[18.490889]]
('N5', 'N212') [[18.490456]]
('N50', 'N246') [[18.490433]]
('N100', 'N218') [[18.49034]]
('N50', 'N196') [[18.487982]]
('N167', 'N168') [[18.487436]]
('N52', 'N218') [[18.48737]]
('N21', 'N175') [[18.487108]]
('N53', 'N165') [[18.486681]]
('N12', 'N42') [[18.486399]]
('N69', 'N146') [[18.485996]]
('N109', 'N114') [[18.4852]]
('N44', 'N183') [[18.485172]]
('N27', 'N80') [[18.484879]]
('N192', 'N204') [[18.48409]]
('N109', 'N112') [[18.483065]]
('N74', 'N212') [[18.482925]]
('N4', 'N52') [[18.482111]]
('N27', 'N114') [[18.481834]]
('N36', 'N207') [[18.481373]]
('N162', 'N236') [[18.480618]]
('N27', 'N200') [[18.480122]]
('N33', 'N250') [[18.479559]]
('N15', 'N27') [[18.478899]]
('N10', 'N50') [[18.478329]]
('N146', 'N218') [[18.477568]]
('N167', 'N176') [[18.47716]]
('N100', 'N163') [[18.476696]]
('N52', 'N113') [[18.475943]]
('N8', 'N109') [[18.47498]]
('N214', 'N252') [[18.474976]]
('N109', 'N110') [[18.474255]]
('N174', 'N251') [[18.474]]
('N165', 'N167') [[18.473764]]
('N19', 'N52') [[18.473583]]
('N8', 'N27') [[18.472574]]
('N69', 'N100') [[18.47215]]
('N165', 'N215') [[18.472017]]
('N34', 'N109') [[18.470049]]
('N17', 'N114') [[18.468956]]
('N52', 'N107') [[18.46615]]
('N10', 'N143') [[18.465645]]
('N52', 'N251') [[18.465311]]
('N52', 'N124') [[18.464554]]
('N109', 'N192') [[18.46455]]
('N53', 'N189') [[18.463581]]
('N167', 'N175') [[18.463234]]
('N140', 'N165') [[18.462805]]
('N61', 'N215') [[18.462374]]
('N52', 'N127') [[18.462353]]
('N109', 'N175') [[18.462257]]
('N30', 'N52') [[18.461174]]
('N165', 'N211') [[18.461143]]
('N200', 'N229') [[18.461128]]
('N127', 'N167') [[18.461039]]
('N53', 'N178') [[18.460312]]
('N50', 'N109') [[18.460232]]
('N63', 'N170') [[18.46018]]
('N42', 'N165') [[18.460009]]
('N53', 'N64') [[18.459438]]
('N182', 'N183') [[18.458784]]
('N136', 'N178') [[18.457478]]
('N50', 'N108') [[18.457417]]
('N50', 'N69') [[18.456684]]
('N50', 'N190') [[18.456482]]
('N12', 'N225') [[18.45615]]
('N27', 'N192') [[18.455833]]
('N147', 'N167') [[18.455809]]
('N50', 'N232') [[18.455723]]
('N183', 'N253') [[18.455568]]
('N99', 'N146') [[18.45488]]
('N102', 'N136') [[18.454876]]
('N77', 'N189') [[18.454193]]
('N100', 'N112') [[18.454088]]
('N4', 'N204') [[18.454084]]
('N63', 'N251') [[18.453978]]
('N52', 'N61') [[18.453815]]
('N42', 'N80') [[18.453802]]
('N4', 'N21') [[18.45363]]
('N86', 'N100') [[18.453535]]
('N6', 'N63') [[18.452587]]
('N53', 'N200') [[18.452045]]
('N171', 'N251') [[18.45182]]
('N86', 'N167') [[18.451147]]
('N104', 'N212') [[18.45083]]
('N165', 'N204') [[18.450434]]
('N27', 'N44') [[18.449877]]
('N63', 'N218') [[18.449516]]
('N27', 'N190') [[18.448816]]
('N64', 'N136') [[18.448439]]
('N10', 'N27') [[18.448221]]
('N167', 'N226') [[18.447807]]
('N53', 'N225') [[18.445145]]
('N192', 'N251') [[18.444336]]
('N194', 'N215') [[18.44376]]
('N44', 'N63') [[18.443136]]
('N18', 'N165') [[18.442045]]
('N183', 'N215') [[18.440779]]
('N63', 'N100') [[18.44045]]
('N167', 'N218') [[18.440363]]
('N42', 'N190') [[18.439747]]
('N63', 'N124') [[18.439362]]
('N109', 'N252') [[18.43914]]
('N69', 'N215') [[18.438967]]
('N178', 'N250') [[18.438913]]
('N171', 'N175') [[18.438282]]
('N42', 'N49') [[18.438282]]
('N42', 'N74') [[18.437946]]
('N163', 'N207') [[18.436832]]
('N208', 'N212') [[18.435703]]
('N69', 'N162') [[18.43544]]
('N207', 'N246') [[18.433914]]
('N182', 'N251') [[18.43251]]
('N210', 'N251') [[18.432083]]
('N251', 'N252') [[18.431852]]
('N80', 'N165') [[18.43109]]
('N14', 'N200') [[18.430689]]
('N50', 'N182') [[18.429762]]
('N42', 'N69') [[18.429628]]
('N162', 'N250') [[18.429283]]
('N88', 'N109') [[18.428656]]
('N100', 'N199') [[18.427841]]
('N3', 'N52') [[18.427328]]
('N68', 'N109') [[18.426695]]
('N109', 'N186') [[18.426546]]
('N5', 'N63') [[18.426435]]
('N10', 'N185') [[18.426233]]
('N52', 'N176') [[18.423365]]
('N33', 'N192') [[18.421852]]
('N52', 'N178') [[18.421333]]
('N30', 'N200') [[18.421309]]
('N77', 'N204') [[18.42112]]
('N27', 'N112') [[18.4203]]
('N16', 'N63') [[18.416922]]
('N54', 'N212') [[18.415646]]
('N165', 'N244') [[18.414135]]
('N167', 'N231') [[18.414019]]
('N13', 'N27') [[18.413994]]
('N124', 'N182') [[18.413439]]
('N28', 'N149') [[18.412996]]
('N30', 'N70') [[18.412994]]
('N25', 'N52') [[18.412441]]
('N190', 'N226') [[18.411133]]
('N234', 'N251') [[18.410414]]
('N119', 'N136') [[18.410225]]
('N28', 'N51') [[18.40903]]
('N14', 'N192') [[18.408915]]
('N49', 'N191') [[18.407734]]
('N27', 'N68') [[18.407473]]
('N100', 'N240') [[18.40708]]
('N0', 'N100') [[18.406034]]
('N68', 'N167') [[18.405903]]
('N33', 'N50') [[18.405901]]
('N63', 'N109') [[18.405716]]
('N33', 'N204') [[18.405443]]
('N207', 'N210') [[18.404657]]
('N143', 'N251') [[18.404419]]
('N24', 'N142') [[18.403986]]
('N30', 'N191') [[18.403425]]
('N28', 'N198') [[18.403389]]
('N185', 'N218') [[18.402504]]
('N42', 'N73') [[18.402445]]
('N1', 'N50') [[18.40237]]
('N42', 'N63') [[18.402063]]
('N109', 'N234') [[18.401958]]
('N198', 'N200') [[18.401926]]
('N100', 'N104') [[18.400396]]
('N218', 'N225') [[18.400267]]
('N35', 'N167') [[18.400202]]
('N189', 'N192') [[18.400183]]
('N10', 'N52') [[18.399965]]
('N48', 'N215') [[18.399893]]
('N70', 'N100') [[18.399189]]
('N42', 'N215') [[18.398394]]
('N27', 'N193') [[18.397514]]
('N27', 'N218') [[18.396538]]
('N182', 'N234') [[18.39651]]
('N85', 'N101') [[18.396502]]
('N28', 'N109') [[18.396452]]
('N69', 'N192') [[18.394764]]
('N146', 'N200') [[18.394596]]
('N115', 'N198') [[18.393045]]
('N154', 'N200') [[18.392937]]
('N24', 'N109') [[18.392466]]
('N142', 'N192') [[18.392147]]
('N79', 'N165') [[18.391277]]
('N50', 'N100') [[18.391062]]
('N27', 'N70') [[18.390009]]
('N12', 'N200') [[18.389791]]
('N192', 'N200') [[18.389738]]
('N17', 'N109') [[18.389736]]
('N52', 'N202') [[18.389696]]
('N109', 'N188') [[18.38944]]
('N50', 'N183') [[18.388964]]
('N70', 'N218') [[18.38874]]
('N93', 'N165') [[18.387943]]
('N97', 'N144') [[18.387012]]
('N171', 'N207') [[18.38648]]
('N158', 'N167') [[18.385715]]
('N88', 'N207') [[18.385712]]
('N89', 'N207') [[18.38566]]
('N85', 'N147') [[18.385618]]
('N144', 'N229') [[18.385365]]
('N60', 'N252') [[18.384676]]
('N87', 'N165') [[18.384125]]
('N100', 'N246') [[18.38406]]
('N31', 'N200') [[18.383875]]
('N158', 'N211') [[18.383234]]
('N250', 'N252') [[18.382425]]
('N212', 'N229') [[18.381952]]
('N109', 'N240') [[18.38182]]
('N79', 'N116') [[18.381205]]
('N64', 'N167') [[18.381086]]
('N167', 'N240') [[18.380728]]
('N63', 'N211') [[18.380476]]
('N144', 'N198') [[18.380154]]
('N12', 'N182') [[18.37899]]
('N146', 'N165') [[18.378975]]
('N77', 'N162') [[18.378841]]
('N77', 'N215') [[18.378578]]
('N27', 'N34') [[18.37831]]
('N176', 'N183') [[18.378056]]
('N225', 'N244') [[18.377722]]
('N49', 'N79') [[18.377478]]
('N192', 'N250') [[18.377039]]
('N42', 'N50') [[18.376923]]
('N34', 'N77') [[18.376852]]
('N46', 'N109') [[18.376421]]
('N27', 'N108') [[18.376392]]
('N165', 'N212') [[18.37637]]
('N144', 'N191') [[18.376308]]
('N184', 'N192') [[18.375969]]
('N82', 'N212') [[18.375715]]
('N36', 'N50') [[18.375587]]
('N81', 'N212') [[18.373745]]
('N54', 'N146') [[18.373697]]
('N109', 'N191') [[18.373188]]
('N194', 'N229') [[18.372713]]
('N86', 'N200') [[18.372606]]
('N77', 'N198') [[18.372543]]
('N183', 'N194') [[18.372452]]
('N63', 'N119') [[18.372107]]
('N26', 'N165') [[18.371393]]
('N167', 'N249') [[18.371218]]
('N69', 'N112') [[18.371132]]
('N175', 'N207') [[18.370935]]
('N1', 'N74') [[18.370514]]
('N27', 'N183') [[18.370426]]
('N52', 'N151') [[18.369516]]
('N109', 'N204') [[18.369041]]
('N182', 'N241') [[18.368858]]
('N167', 'N199') [[18.367964]]
('N90', 'N104') [[18.367403]]
('N204', 'N210') [[18.36632]]
('N53', 'N211') [[18.366291]]
('N42', 'N214') [[18.366236]]
('N42', 'N72') [[18.366152]]
('N40', 'N146') [[18.365868]]
('N48', 'N210') [[18.365725]]
('N136', 'N244') [[18.365246]]
('N50', 'N250') [[18.365223]]
('N114', 'N212') [[18.364622]]
('N63', 'N198') [[18.362818]]
('N142', 'N167') [[18.36266]]
('N182', 'N192') [[18.36257]]
('N25', 'N33') [[18.362564]]
('N167', 'N203') [[18.36205]]
('N51', 'N200') [[18.361887]]
('N42', 'N82') [[18.36177]]
('N85', 'N167') [[18.361542]]
('N108', 'N231') [[18.361464]]
('N27', 'N81') [[18.361204]]
('N165', 'N220') [[18.361156]]
('N68', 'N143') [[18.360878]]
('N207', 'N218') [[18.360636]]
('N77', 'N183') [[18.360285]]
('N33', 'N185') [[18.359829]]
('N50', 'N215') [[18.359732]]
('N109', 'N146') [[18.359571]]
('N174', 'N200') [[18.359537]]
('N69', 'N227') [[18.359434]]
('N167', 'N173') [[18.359251]]
('N182', 'N200') [[18.359135]]
('N143', 'N248') [[18.359074]]
('N42', 'N77') [[18.359028]]
('N148', 'N251') [[18.358583]]
('N212', 'N232') [[18.35808]]
('N8', 'N165') [[18.358036]]
('N50', 'N63') [[18.357662]]
('N182', 'N218') [[18.357616]]
('N108', 'N136') [[18.356524]]
('N27', 'N64') [[18.356274]]
('N13', 'N182') [[18.355658]]
('N162', 'N165') [[18.355278]]
('N185', 'N225') [[18.354902]]
('N10', 'N171') [[18.354584]]
('N27', 'N100') [[18.354456]]
('N63', 'N87') [[18.3542]]
('N40', 'N165') [[18.353676]]
('N52', 'N106') [[18.35329]]
('N250', 'N251') [[18.351812]]
('N52', 'N234') [[18.35178]]
('N100', 'N156') [[18.351263]]
('N63', 'N193') [[18.350643]]
('N130', 'N182') [[18.350092]]
('N49', 'N200') [[18.349388]]
('N36', 'N162') [[18.3486]]
('N67', 'N109') [[18.348417]]
('N72', 'N208') [[18.348318]]
('N27', 'N40') [[18.347364]]
('N21', 'N251') [[18.347221]]
('N30', 'N44') [[18.34687]]
('N8', 'N136') [[18.346228]]
('N27', 'N199') [[18.345585]]
('N23', 'N190') [[18.345375]]
('N62', 'N102') [[18.34525]]
('N52', 'N183') [[18.345226]]
('N225', 'N251') [[18.345066]]
('N52', 'N247') [[18.342918]]
('N102', 'N165') [[18.342503]]
('N120', 'N182') [[18.342173]]
('N36', 'N52') [[18.342045]]
('N69', 'N181') [[18.34202]]
('N165', 'N169') [[18.341152]]
('N64', 'N192') [[18.33983]]
('N63', 'N216') [[18.337898]]
('N63', 'N200') [[18.337772]]
('N52', 'N155') [[18.337543]]
('N136', 'N158') [[18.337461]]
('N49', 'N192') [[18.337442]]
('N33', 'N251') [[18.337334]]
('N52', 'N79') [[18.337315]]
('N25', 'N198') [[18.33726]]
('N69', 'N185') [[18.336773]]
('N91', 'N167') [[18.33664]]
('N191', 'N200') [[18.336226]]
('N72', 'N162') [[18.336128]]
('N14', 'N244') [[18.335976]]
('N24', 'N50') [[18.334919]]
('N182', 'N190') [[18.334734]]
('N113', 'N167') [[18.334276]]
('N109', 'N238') [[18.333908]]
('N52', 'N211') [[18.332865]]
('N51', 'N192') [[18.332829]]
('N50', 'N99') [[18.332802]]
('N192', 'N217') [[18.33258]]
('N207', 'N211') [[18.332333]]
('N63', 'N191') [[18.331564]]
('N50', 'N157') [[18.331264]]
('N79', 'N215') [[18.331139]]
('N68', 'N182') [[18.331095]]
('N192', 'N215') [[18.330635]]
('N63', 'N108') [[18.330133]]
('N52', 'N142') [[18.33012]]
('N14', 'N88') [[18.32945]]
('N231', 'N246') [[18.329271]]
('N116', 'N212') [[18.32859]]
('N52', 'N246') [[18.328556]]
