('M0P1', 'M0P2') [[48.197803]]
('N90', 'N175') [[18.710312]]
('N77', 'N175') [[18.709032]]
('N139', 'N187') [[18.706852]]
('N36', 'N175') [[18.706633]]
('N94', 'N121') [[18.706255]]
('N79', 'N94') [[18.705715]]
('N53', 'N139') [[18.705097]]
('N17', 'N175') [[18.703865]]
('N17', 'N213') [[18.7022]]
('N166', 'N221') [[18.701038]]
('N50', 'N63') [[18.699469]]
('N19', 'N121') [[18.69893]]
('N27', 'N246') [[18.696966]]
('N79', 'N177') [[18.696552]]
('N50', 'N166') [[18.696169]]
('N213', 'N247') [[18.69566]]
('N121', 'N134') [[18.694206]]
('N160', 'N187') [[18.692358]]
('N3', 'N213') [[18.684706]]
('N17', 'N121') [[18.684113]]
('N17', 'N206') [[18.68142]]
('N11', 'N17') [[18.681366]]
('N21', 'N182') [[18.680561]]
('N27', 'N210') [[18.680311]]
('N14', 'N107') [[18.678854]]
('N108', 'N194') [[18.67637]]
('N78', 'N143') [[18.675407]]
('N17', 'N107') [[18.67488]]
('N14', 'N127') [[18.674229]]
('N108', 'N193') [[18.674086]]
('N38', 'N49') [[18.67224]]
('N44', 'N139') [[18.671991]]
('N21', 'N139') [[18.670685]]
('N50', 'N210') [[18.668482]]
('N11', 'N206') [[18.66847]]
('N79', 'N213') [[18.668127]]
('N19', 'N96') [[18.667383]]
('N3', 'N210') [[18.663942]]
('N14', 'N194') [[18.659216]]
('N77', 'N166') [[18.658808]]
('N94', 'N107') [[18.658236]]
('N8', 'N36') [[18.657822]]
('N148', 'N200') [[18.657387]]
('N97', 'N139') [[18.655542]]
('N147', 'N187') [[18.65353]]
('N11', 'N77') [[18.652931]]
('N21', 'N96') [[18.65191]]
('N21', 'N108') [[18.647356]]
('N107', 'N213') [[18.647089]]
('N14', 'N53') [[18.646263]]
('N14', 'N64') [[18.645613]]
('N194', 'N196') [[18.645584]]
('N8', 'N163') [[18.645555]]
('N8', 'N21') [[18.644691]]
('N139', 'N248') [[18.644194]]
('N168', 'N173') [[18.644165]]
('N21', 'N147') [[18.64322]]
('N139', 'N166') [[18.642982]]
('N14', 'N168') [[18.64272]]
('N8', 'N226') [[18.641987]]
('N14', 'N165') [[18.641346]]
('N159', 'N213') [[18.640759]]
('N98', 'N187') [[18.63788]]
('N187', 'N206') [[18.637304]]
('N27', 'N36') [[18.636559]]
('N14', 'N83') [[18.63623]]
('N139', 'N207') [[18.635714]]
('N44', 'N108') [[18.635113]]
('N8', 'N77') [[18.63322]]
('N78', 'N194') [[18.632587]]
('N64', 'N213') [[18.632555]]
('N17', 'N177') [[18.631027]]
('N11', 'N186') [[18.630093]]
('N8', 'N139') [[18.630035]]
('N4', 'N79') [[18.629185]]
('N8', 'N170') [[18.62845]]
('N90', 'N177') [[18.627874]]
('N175', 'N188') [[18.62748]]
('N60', 'N200') [[18.627321]]
('N86', 'N173') [[18.626238]]
('N108', 'N209') [[18.62509]]
('N108', 'N134') [[18.62466]]
('N14', 'N63') [[18.623787]]
('N11', 'N94') [[18.621689]]
('N95', 'N166') [[18.621557]]
('N152', 'N213') [[18.62101]]
('N17', 'N94') [[18.620018]]
('N64', 'N194') [[18.6186]]
('N160', 'N198') [[18.617252]]
('N50', 'N194') [[18.61668]]
('N65', 'N213') [[18.616116]]
('N68', 'N186') [[18.615406]]
('N18', 'N76') [[18.614422]]
('N14', 'N173') [[18.61439]]
('N9', 'N121') [[18.6142]]
('N86', 'N187') [[18.612732]]
('N14', 'N209') [[18.612698]]
('N19', 'N177') [[18.612396]]
('N76', 'N79') [[18.611597]]
('N177', 'N207') [[18.6109]]
('N108', 'N182') [[18.610788]]
('N109', 'N246') [[18.608156]]
('N17', 'N173') [[18.608124]]
('N78', 'N87') [[18.607729]]
('N42', 'N240') [[18.60702]]
('N79', 'N168') [[18.605286]]
('N107', 'N160') [[18.604551]]
('N11', 'N221') [[18.603733]]
('N108', 'N114') [[18.60357]]
('N14', 'N28') [[18.602985]]
('N152', 'N194') [[18.60228]]
('N21', 'N56') [[18.600191]]
('N96', 'N243') [[18.59957]]
('N130', 'N194') [[18.599121]]
('N210', 'N246') [[18.598913]]
('N96', 'N170') [[18.596203]]
('N134', 'N175') [[18.595709]]
('N175', 'M0P1') [[18.595587]]
('N3', 'N244') [[18.595562]]
('N79', 'N104') [[18.594202]]
('N108', 'N168') [[18.594006]]
('N8', 'N245') [[18.59376]]
('N14', 'N225') [[18.593695]]
('N108', 'N172') [[18.592833]]
('N96', 'N147') [[18.591978]]
('N50', 'N153') [[18.591673]]
('N59', 'N200') [[18.590502]]
('N96', 'N108') [[18.589571]]
('N106', 'N178') [[18.589245]]
('N60', 'N194') [[18.58756]]
('N79', 'M0P2') [[18.586798]]
('N64', 'N206') [[18.586304]]
('N132', 'N139') [[18.585945]]
('N96', 'N165') [[18.585037]]
('N21', 'N200') [[18.584637]]
('N77', 'N141') [[18.58462]]
('N76', 'N194') [[18.58371]]
('N8', 'N173') [[18.582657]]
('N147', 'N247') [[18.58207]]
('N64', 'N80') [[18.582006]]
('N147', 'N160') [[18.581564]]
('N121', 'N187') [[18.581322]]
('N108', 'N240') [[18.581305]]
('N148', 'N206') [[18.579704]]
('N19', 'N64') [[18.579512]]
('N21', 'N243') [[18.578394]]
('N139', 'N220') [[18.578114]]
('N177', 'N226') [[18.577555]]
('N112', 'N123') [[18.577234]]
('N11', 'N252') [[18.576721]]
('N42', 'N209') [[18.57637]]
('N21', 'N196') [[18.57477]]
('N79', 'N139') [[18.574266]]
('N11', 'N192') [[18.572105]]
('N64', 'N210') [[18.572031]]
('N86', 'N206') [[18.571438]]
('N55', 'N90') [[18.571306]]
('N139', 'N237') [[18.570808]]
('N63', 'N139') [[18.570616]]
('N178', 'N245') [[18.568567]]
('N32', 'N194') [[18.568071]]
('N139', 'N200') [[18.567957]]
('N14', 'N205') [[18.567945]]
('N11', 'N161') [[18.565054]]
('N9', 'N19') [[18.564823]]
('N76', 'N77') [[18.564264]]
('N108', 'N225') [[18.563938]]
('N14', 'N142') [[18.56319]]
('N148', 'N188') [[18.562826]]
('N3', 'N98') [[18.562351]]
('N64', 'N96') [[18.560764]]
('N78', 'N181') [[18.560051]]
('N79', 'N97') [[18.559855]]
('N27', 'N153') [[18.558975]]
('N162', 'N194') [[18.558895]]
('N11', 'N79') [[18.558605]]
('N182', 'N200') [[18.557964]]
('N80', 'N175') [[18.557854]]
('N3', 'N147') [[18.55717]]
('N139', 'N234') [[18.55537]]
('N64', 'N90') [[18.55379]]
('N68', 'N177') [[18.55307]]
('N78', 'N245') [[18.551731]]
('N8', 'N186') [[18.550467]]
('N188', 'N213') [[18.54935]]
('N50', 'N123') [[18.54927]]
('N14', 'N159') [[18.54872]]
('N64', 'N212') [[18.548416]]
('N107', 'N240') [[18.54689]]
('N8', 'N123') [[18.54569]]
('N68', 'N79') [[18.545593]]
('N81', 'N107') [[18.545237]]
('N123', 'N161') [[18.543093]]
('N8', 'N17') [[18.541496]]
('N86', 'N108') [[18.54132]]
('N3', 'N187') [[18.540989]]
('N14', 'N178') [[18.540543]]
('N64', 'N175') [[18.540516]]
('N68', 'N173') [[18.540339]]
('N213', 'N226') [[18.539034]]
('N14', 'N141') [[18.53878]]
('N153', 'N213') [[18.538557]]
('N177', 'N213') [[18.538425]]
('N14', 'N56') [[18.537964]]
('N70', 'N187') [[18.537558]]
('N8', 'N213') [[18.537527]]
('N14', 'N91') [[18.53711]]
('N82', 'N200') [[18.536203]]
('N42', 'N78') [[18.53538]]
('N181', 'N213') [[18.5352]]
('N36', 'N97') [[18.534279]]
('N56', 'N78') [[18.534212]]
('N27', 'N225') [[18.534065]]
('N121', 'N160') [[18.532774]]
('N130', 'N187') [[18.532536]]
('N70', 'N139') [[18.5316]]
('N161', 'N194') [[18.52989]]
('N3', 'N121') [[18.528814]]
('N108', 'N207') [[18.528587]]
('N94', 'N134') [[18.528496]]
('N64', 'N218') [[18.52802]]
('N11', 'N50') [[18.527985]]
('N139', 'N227') [[18.527754]]
('N68', 'N107') [[18.527594]]
('N134', 'N166') [[18.527473]]
('N140', 'N175') [[18.527317]]
('N38', 'N79') [[18.52655]]
('N14', 'N82') [[18.52575]]
('N213', 'N248') [[18.524967]]
('N68', 'N206') [[18.523981]]
('N94', 'N112') [[18.523867]]
('N38', 'N206') [[18.523785]]
('N53', 'N78') [[18.523012]]
('N135', 'N161') [[18.52154]]
('N134', 'N200') [[18.521221]]
('N49', 'N148') [[18.521063]]
('N68', 'N99') [[18.520075]]
('N76', 'N78') [[18.519901]]
('N177', 'N224') [[18.519445]]
('N14', 'N76') [[18.519165]]
('N175', 'N213') [[18.518894]]
('N108', 'N149') [[18.51889]]
('N87', 'N175') [[18.518723]]
('N21', 'N77') [[18.51857]]
('N37', 'N187') [[18.51799]]
('N63', 'N240') [[18.51719]]
('N3', 'N28') [[18.515675]]
('N18', 'N79') [[18.515024]]
('N38', 'N194') [[18.514168]]
('N14', 'N160') [[18.514034]]
('N187', 'N226') [[18.51389]]
('N85', 'N172') [[18.513405]]
('N153', 'N245') [[18.51278]]
('N50', 'N161') [[18.512772]]
('N3', 'N175') [[18.512238]]
('N130', 'N139') [[18.51213]]
('N94', 'N187') [[18.512072]]
('N80', 'N148') [[18.511974]]
('N194', 'N225') [[18.511507]]
('N53', 'N79') [[18.511278]]
('N20', 'N78') [[18.511229]]
('N85', 'N108') [[18.510958]]
('N90', 'N206') [[18.509373]]
('N14', 'N38') [[18.509079]]
('N10', 'N14') [[18.508987]]
('N64', 'N70') [[18.508625]]
('N83', 'N170') [[18.508545]]
('N125', 'N140') [[18.507288]]
('N14', 'N135') [[18.506975]]
('N42', 'N200') [[18.506126]]
('N194', 'N237') [[18.505196]]
('N94', 'N206') [[18.50351]]
('N14', 'N86') [[18.503296]]
('N108', 'N140') [[18.500017]]
('N108', 'N197') [[18.49904]]
('N166', 'N168') [[18.498976]]
('N78', 'N135') [[18.497902]]
('N108', 'N186') [[18.497377]]
('N166', 'N200') [[18.496235]]
('N38', 'N96') [[18.495104]]
('N90', 'N149') [[18.495054]]
('N14', 'N158') [[18.494692]]
('N78', 'N84') [[18.494577]]
('N55', 'N213') [[18.494108]]
('N43', 'N207') [[18.494013]]
('N63', 'N207') [[18.49383]]
('N14', 'N181') [[18.49303]]
('N166', 'N246') [[18.492403]]
('N139', 'N194') [[18.49148]]
('N166', 'N173') [[18.491158]]
('N64', 'N158') [[18.490944]]
('N11', 'N226') [[18.488338]]
('N42', 'N55') [[18.487207]]
('N8', 'N240') [[18.487003]]
('N14', 'N246') [[18.48635]]
('N79', 'N206') [[18.486158]]
('N139', 'N226') [[18.484554]]
('N108', 'N237') [[18.482746]]
('N27', 'N193') [[18.48155]]
('N173', 'N245') [[18.481508]]
('N43', 'N78') [[18.481201]]
('N21', 'N84') [[18.480425]]
('N124', 'N187') [[18.47984]]
('N17', 'N78') [[18.479403]]
('N139', 'N168') [[18.478119]]
('N123', 'N175') [[18.478056]]
('N11', 'N153') [[18.477982]]
('N14', 'N219') [[18.476147]]
('N76', 'N196') [[18.475254]]
('N84', 'N175') [[18.475092]]
('N50', 'N213') [[18.474821]]
('N5', 'N42') [[18.474804]]
('N76', 'N108') [[18.474268]]
('N206', 'N226') [[18.474012]]
('N36', 'N167') [[18.473625]]
('N8', 'N148') [[18.473497]]
('N187', 'N247') [[18.470919]]
('N42', 'N86') [[18.470766]]
('N97', 'N153') [[18.470188]]
('N108', 'N241') [[18.470165]]
('N14', 'N115') [[18.469177]]
('N14', 'N166') [[18.468994]]
('N187', 'N213') [[18.468369]]
('N18', 'N206') [[18.467836]]
('N77', 'N94') [[18.467438]]
('N4', 'N21') [[18.467386]]
('N4', 'N60') [[18.467012]]
('N19', 'N173') [[18.46667]]
('N19', 'N139') [[18.465868]]
('N50', 'N96') [[18.46558]]
('N78', 'N80') [[18.465412]]
('N196', 'N224') [[18.464315]]
('N68', 'N202') [[18.463812]]
('N36', 'N147') [[18.46377]]
('N63', 'N79') [[18.463442]]
('N84', 'N108') [[18.463055]]
('N141', 'N205') [[18.462965]]
('N38', 'N173') [[18.46269]]
('N75', 'N108') [[18.46233]]
('N60', 'N97') [[18.46219]]
('N64', 'N127') [[18.46208]]
('N74', 'N108') [[18.461872]]
('N175', 'N181') [[18.461222]]
('N108', 'N147') [[18.46089]]
('N76', 'N213') [[18.46083]]
('N28', 'N78') [[18.460707]]
('N14', 'N153') [[18.46004]]
('N94', 'N213') [[18.459587]]
('N90', 'N196') [[18.459562]]
('N53', 'N166') [[18.458841]]
('N42', 'N175') [[18.458368]]
('N156', 'N187') [[18.458176]]
('N79', 'N88') [[18.458164]]
('N17', 'N225') [[18.457727]]
('N36', 'N200') [[18.456856]]
('N53', 'N245') [[18.455662]]
('N87', 'N166') [[18.45408]]
('N95', 'N168') [[18.453213]]
('N11', 'N213') [[18.453157]]
('N97', 'N175') [[18.451984]]
('N17', 'N245') [[18.451962]]
('N177', 'N243') [[18.451578]]
('N181', 'N224') [[18.45152]]
('N90', 'N200') [[18.45121]]
('N139', 'N153') [[18.450626]]
('N148', 'N204') [[18.448652]]
('N108', 'N161') [[18.448425]]
('N27', 'N77') [[18.447714]]
('N108', 'N252') [[18.447634]]
('N108', 'N245') [[18.447456]]
('N53', 'N153') [[18.446728]]
('N240', 'N247') [[18.445656]]
('N121', 'N135') [[18.445549]]
('N166', 'N213') [[18.445412]]
('N14', 'N70') [[18.445118]]
('N96', 'N181') [[18.445057]]
('N194', 'N209') [[18.444654]]
('N89', 'N108') [[18.444614]]
('N8', 'N209') [[18.444393]]
('N149', 'N175') [[18.444344]]
('N90', 'N123') [[18.444033]]
('N26', 'N196') [[18.442623]]
('N168', 'N177') [[18.441149]]
('N29', 'N200') [[18.440762]]
('N175', 'N206') [[18.44055]]
('N108', 'N158') [[18.440197]]
('N170', 'N194') [[18.440092]]
('N68', 'N167') [[18.43999]]
('N27', 'N139') [[18.439629]]
('N81', 'N152') [[18.439428]]
('N173', 'N213') [[18.438957]]
('N86', 'N168') [[18.438347]]
('N17', 'N152') [[18.438036]]
('N187', 'N202') [[18.437897]]
('N8', 'N68') [[18.436888]]
('N19', 'N77') [[18.436756]]
('N108', 'N112') [[18.436272]]
('N16', 'N108') [[18.435987]]
('N153', 'N194') [[18.435295]]
('N9', 'N160') [[18.43464]]
('N14', 'N207') [[18.433126]]
('N213', 'N244') [[18.433065]]
('N8', 'N64') [[18.433046]]
('N11', 'N210') [[18.431879]]
('N76', 'N204') [[18.431494]]
('N42', 'N65') [[18.431314]]
('N9', 'N162') [[18.430227]]
('N12', 'N79') [[18.430214]]
('N17', 'N198') [[18.42954]]
('N41', 'N108') [[18.429165]]
('N3', 'N160') [[18.42874]]
('N21', 'N248') [[18.42865]]
('N173', 'N200') [[18.42852]]
('N77', 'N139') [[18.42728]]
('N68', 'N213') [[18.427198]]
('N8', 'N142') [[18.426615]]
('N14', 'N99') [[18.42649]]
('N42', 'N79') [[18.426332]]
('N97', 'N148') [[18.426317]]
('N27', 'N50') [[18.426016]]
('N161', 'N166') [[18.425686]]
('N9', 'N148') [[18.42567]]
('N14', 'N35') [[18.425478]]
('N64', 'N147') [[18.424656]]
('N21', 'N123') [[18.42428]]
('N96', 'N227') [[18.424118]]
('N3', 'N188') [[18.423925]]
('N36', 'N78') [[18.422915]]
('N64', 'N207') [[18.421782]]
('N50', 'N209') [[18.420795]]
('N94', 'N175') [[18.420338]]
('N175', 'N210') [[18.419783]]
('N77', 'N133') [[18.419329]]
('N152', 'N240') [[18.419144]]
('N100', 'N139') [[18.418972]]
('N63', 'N108') [[18.418894]]
('N68', 'N225') [[18.418823]]
('N126', 'N229') [[18.418812]]
('N5', 'N207') [[18.418762]]
('N153', 'N166') [[18.418573]]
('N3', 'N87') [[18.417595]]
('N80', 'N213') [[18.417131]]
('N106', 'N175') [[18.41518]]
('N175', 'N204') [[18.41481]]
('N193', 'N206') [[18.414602]]
('N107', 'N173') [[18.413452]]
('N53', 'N175') [[18.412487]]
('N105', 'N210') [[18.41208]]
('N9', 'N213') [[18.41201]]
('N108', 'N246') [[18.412008]]
('N15', 'N108') [[18.411205]]
('N117', 'N245') [[18.410074]]
('N17', 'N237') [[18.409492]]
('N94', 'N133') [[18.40933]]
('N204', 'N206') [[18.409143]]
('N159', 'N194') [[18.408392]]
('N50', 'N181') [[18.406158]]
('N117', 'N139') [[18.406082]]
('N14', 'N139') [[18.406073]]
('N77', 'N204') [[18.405937]]
('N76', 'N166') [[18.405602]]
('N3', 'N53') [[18.404728]]
('N86', 'N135') [[18.404415]]
('N4', 'N14') [[18.403963]]
('N108', 'N169') [[18.403542]]
('N15', 'N206') [[18.403448]]
('N161', 'N202') [[18.402803]]
('N139', 'N192') [[18.402063]]
('N26', 'N198') [[18.402023]]
('N194', 'N198') [[18.401651]]
('N32', 'N108') [[18.4013]]
('N73', 'N177') [[18.401125]]
('N76', 'N252') [[18.400928]]
('N84', 'N213') [[18.400679]]
('N213', 'N246') [[18.399551]]
('N139', 'N197') [[18.398993]]
('N76', 'N86') [[18.39897]]
('N173', 'N177') [[18.39865]]
('N147', 'N181') [[18.397919]]
('N14', 'N78') [[18.397787]]
('N76', 'N193') [[18.3975]]
('N38', 'N166') [[18.39739]]
('N19', 'N187') [[18.39734]]
('N18', 'N207') [[18.397165]]
('N3', 'N226') [[18.396433]]
('N18', 'N90') [[18.395826]]
('N9', 'N14') [[18.394836]]
('N96', 'N200') [[18.394709]]
('N42', 'N58') [[18.394587]]
('N38', 'N77') [[18.393688]]
('N50', 'N226') [[18.392736]]
('N94', 'N204') [[18.392467]]
('N15', 'N166') [[18.392105]]
('N139', 'N140') [[18.391733]]
('N99', 'N246') [[18.391182]]
('N79', 'N107') [[18.390965]]
('N38', 'N64') [[18.390932]]
('N78', 'N117') [[18.390646]]
('N147', 'N173') [[18.390486]]
('N78', 'N237') [[18.390188]]
('N3', 'N153') [[18.389977]]
('N14', 'N152') [[18.389568]]
('N50', 'N107') [[18.38889]]
('N142', 'N226') [[18.38881]]
('N147', 'N152') [[18.386332]]
('N139', 'N185') [[18.386131]]
('N123', 'N170') [[18.385979]]
('N99', 'N108') [[18.385708]]
('N127', 'N161') [[18.385614]]
('N161', 'N206') [[18.384932]]
('N83', 'N246') [[18.384752]]
('N96', 'N187') [[18.384575]]
('N166', 'N175') [[18.384499]]
('N90', 'N99') [[18.3843]]
('N77', 'N161') [[18.383913]]
('N166', 'N205') [[18.383827]]
('N55', 'N99') [[18.383554]]
('N56', 'N198') [[18.383448]]
('N108', 'N167') [[18.383102]]
('N166', 'N245') [[18.38168]]
('N108', 'N160') [[18.37967]]
('N18', 'N240') [[18.379347]]
('N139', 'N169') [[18.377287]]
('N96', 'N210') [[18.376766]]
('N11', 'N18') [[18.376583]]
('N147', 'N224') [[18.376043]]
('N55', 'N175') [[18.375637]]
('N14', 'N232') [[18.37542]]
('N77', 'N200') [[18.375292]]
('N9', 'N188') [[18.375095]]
('N14', 'N98') [[18.374987]]
('N3', 'N50') [[18.37497]]
('N65', 'N177') [[18.374496]]
('N76', 'N170') [[18.374462]]
('N147', 'N226') [[18.37441]]
('N160', 'N216') [[18.374346]]
('N65', 'N78') [[18.373878]]
('N77', 'N163') [[18.373604]]
('N53', 'N177') [[18.373535]]
('N77', 'N97') [[18.373528]]
('N28', 'N166') [[18.373383]]
('N160', 'N246') [[18.372938]]
('N80', 'N246') [[18.371656]]
('N14', 'N200') [[18.37143]]
('N62', 'N79') [[18.371325]]
('N50', 'N97') [[18.36991]]
('N63', 'N193') [[18.369106]]
('N27', 'N94') [[18.368652]]
('N68', 'N172') [[18.368608]]
('N56', 'N209') [[18.368446]]
('N9', 'N16') [[18.368391]]
('N118', 'N159') [[18.368101]]
('N56', 'N147') [[18.367807]]
('N148', 'N152') [[18.367088]]
('N200', 'N206') [[18.366964]]
('N15', 'N177') [[18.366766]]
('N68', 'N166') [[18.366447]]
('N196', 'N213') [[18.366089]]
('N134', 'N139') [[18.365845]]
('N50', 'N187') [[18.3658]]
('N102', 'N139') [[18.365067]]
('N14', 'N248') [[18.364841]]
('N107', 'N152') [[18.364655]]
('N28', 'N175') [[18.364075]]
('N96', 'N97') [[18.364012]]
('N83', 'N226') [[18.363926]]
('N18', 'N226') [[18.363792]]
('N77', 'N91') [[18.363089]]
('N206', 'N227') [[18.36304]]
('N28', 'N108') [[18.36261]]
('N147', 'N216') [[18.36206]]
('N42', 'N96') [[18.36196]]
('N97', 'N173') [[18.361284]]
('N15', 'N139') [[18.361284]]
('N27', 'N194') [[18.36123]]
('N50', 'N94') [[18.36105]]
('N121', 'N139') [[18.360569]]
('N38', 'N175') [[18.360056]]
('N139', 'N209') [[18.358904]]
('N68', 'N148') [[18.358664]]
('N9', 'N246') [[18.358456]]
('N78', 'N177') [[18.358175]]
('N148', 'N155') [[18.358059]]
('N14', 'N247') [[18.357634]]
('N78', 'N165') [[18.357603]]
('N108', 'N187') [[18.357437]]
('N43', 'N187') [[18.356678]]
('N14', 'N17') [[18.356646]]
('N78', 'N205') [[18.35629]]
('N175', 'N224') [[18.355581]]
('N36', 'N173') [[18.355074]]
('N123', 'N153') [[18.354723]]
('N108', 'N192') [[18.354624]]
('N8', 'N18') [[18.354528]]
('N11', 'N173') [[18.354202]]
('N105', 'N147') [[18.353434]]
('N18', 'N161') [[18.353096]]
('N18', 'N64') [[18.352901]]
('N147', 'N148') [[18.352057]]
('N160', 'N161') [[18.351944]]
