('M0P1', 'M0P2') [[33.54983]]
('N81', 'N117') [[13.953635]]
('N227', 'N250') [[13.95322]]
('N43', 'N128') [[13.952755]]
('N88', 'N159') [[13.952532]]
('N2', 'N109') [[13.952193]]
('N153', 'N190') [[13.951043]]
('N60', 'N106') [[13.950549]]
('N69', 'N210') [[13.943492]]
('N9', 'N15') [[13.943074]]
('N148', 'N217') [[13.942839]]
('N217', 'N236') [[13.938798]]
('N177', 'N227') [[13.937476]]
('N69', 'N218') [[13.934329]]
('N147', 'N176') [[13.932593]]
('N26', 'N218') [[13.932473]]
('N28', 'N131') [[13.929206]]
('N9', 'N42') [[13.928327]]
('N28', 'N170') [[13.928307]]
('N9', 'N111') [[13.928063]]
('N186', 'N187') [[13.927447]]
('N72', 'N117') [[13.926553]]
('N66', 'N217') [[13.924776]]
('N26', 'N111') [[13.924361]]
('N99', 'N221') [[13.924112]]
('N96', 'N153') [[13.923859]]
('N9', 'N80') [[13.923408]]
('N9', 'N138') [[13.923392]]
('N88', 'N253') [[13.92296]]
('N98', 'N113') [[13.922694]]
('N3', 'N7') [[13.922431]]
('N217', 'N221') [[13.922099]]
('N139', 'N218') [[13.921133]]
('N43', 'N139') [[13.920788]]
('N18', 'N153') [[13.920761]]
('N28', 'N252') [[13.919482]]
('N51', 'N103') [[13.918619]]
('N73', 'N117') [[13.918304]]
('N26', 'N238') [[13.916946]]
('N88', 'N99') [[13.916089]]
('N63', 'N108') [[13.915507]]
('N2', 'N59') [[13.914686]]
('N186', 'N200') [[13.913621]]
('N47', 'N183') [[13.91194]]
('N60', 'N173') [[13.911879]]
('N26', 'N79') [[13.911431]]
('N89', 'N221') [[13.909927]]
('N17', 'N24') [[13.909884]]
('N27', 'N161') [[13.908809]]
('N79', 'N117') [[13.908729]]
('N63', 'N221') [[13.90852]]
('N43', 'N176') [[13.908335]]
('N24', 'N117') [[13.907593]]
('N66', 'N148') [[13.907426]]
('N32', 'N217') [[13.906887]]
('N9', 'N167') [[13.906341]]
('N72', 'N153') [[13.905837]]
('N18', 'N117') [[13.904842]]
('N15', 'N28') [[13.903706]]
('N77', 'N103') [[13.903704]]
('N60', 'N217') [[13.903676]]
('N98', 'N106') [[13.903282]]
('N3', 'N28') [[13.902334]]
('N32', 'N88') [[13.902178]]
('N69', 'N165') [[13.901999]]
('N153', 'N223') [[13.901467]]
('N54', 'N186') [[13.901246]]
('N2', 'N194') [[13.900413]]
('N67', 'N75') [[13.899406]]
('N66', 'N230') [[13.89722]]
('N88', 'N217') [[13.897103]]
('N81', 'N148') [[13.896462]]
('N44', 'N117') [[13.895797]]
('N75', 'N108') [[13.8943615]]
('N28', 'N98') [[13.893537]]
('N217', 'N250') [[13.893233]]
('N147', 'N206') [[13.892314]]
('N28', 'N161') [[13.889694]]
('N153', 'N253') [[13.888952]]
('N47', 'N63') [[13.887989]]
('N153', 'N210') [[13.887962]]
('N59', 'N117') [[13.887728]]
('N26', 'N217') [[13.887242]]
('N24', 'N28') [[13.88705]]
('N26', 'N89') [[13.886221]]
('N153', 'N155') [[13.885855]]
('N26', 'N103') [[13.885631]]
('N28', 'N171') [[13.885246]]
('N221', 'N225') [[13.884862]]
('N66', 'N69') [[13.884639]]
('N111', 'N221') [[13.884367]]
('N69', 'M0P2') [[13.883573]]
('N28', 'N116') [[13.88277]]
('N153', 'N199') [[13.882568]]
('N186', 'N218') [[13.88223]]
('N88', 'N103') [[13.881589]]
('N24', 'N221') [[13.880586]]
('N182', 'N218') [[13.8790245]]
('N106', 'N113') [[13.878392]]
('N7', 'N98') [[13.876311]]
('N24', 'N153') [[13.876085]]
('N77', 'N153') [[13.875554]]
('N176', 'N221') [[13.875034]]
('N186', 'N223') [[13.874947]]
('N138', 'N153') [[13.87446]]
('N217', 'N247') [[13.874353]]
('N9', 'N227') [[13.873797]]
('N9', 'N233') [[13.873654]]
('N80', 'N250') [[13.873085]]
('N28', 'N217') [[13.872387]]
('N47', 'N117') [[13.872063]]
('N28', 'N77') [[13.872011]]
('N28', 'N223') [[13.871945]]
('N83', 'N117') [[13.871745]]
('N80', 'N143') [[13.870828]]
('N153', 'N247') [[13.869654]]
('N28', 'N75') [[13.869554]]
('N28', 'N179') [[13.868766]]
('N71', 'N153') [[13.868565]]
('N106', 'N136') [[13.867738]]
('N15', 'N68') [[13.867027]]
('N214', 'N218') [[13.86668]]
('N48', 'N181') [[13.866037]]
('N159', 'N176') [[13.864295]]
('N109', 'N117') [[13.863772]]
('N77', 'N169') [[13.862469]]
('N51', 'N153') [[13.862175]]
('N109', 'N169') [[13.86193]]
('N60', 'N111') [[13.861709]]
('N12', 'N153') [[13.860738]]
('N51', 'N94') [[13.859899]]
('N176', 'N214') [[13.858784]]
('N126', 'N153') [[13.85739]]
('N32', 'N187') [[13.8573885]]
('N117', 'N172') [[13.857385]]
('N88', 'N228') [[13.856638]]
('N59', 'M0P1') [[13.856333]]
('N218', 'N238') [[13.8562975]]
('N9', 'N183') [[13.855713]]
('N39', 'N153') [[13.854434]]
('N88', 'N247') [[13.854138]]
('N2', 'N199') [[13.85316]]
('N26', 'N88') [[13.853095]]
('N218', 'N241') [[13.851588]]
('N147', 'N186') [[13.851104]]
('N1', 'M0P1') [[13.851036]]
('N3', 'N218') [[13.850574]]
('N170', 'N183') [[13.850261]]
('N187', 'N217') [[13.849965]]
('N103', 'N177') [[13.849784]]
('N9', 'N41') [[13.849783]]
('N15', 'N26') [[13.848901]]
('N72', 'N173') [[13.847602]]
('N26', 'N52') [[13.847505]]
('N43', 'N144') [[13.845717]]
('N103', 'N194') [[13.844972]]
('N27', 'N187') [[13.844486]]
('N9', 'N72') [[13.84433]]
('N41', 'N69') [[13.844264]]
('N7', 'N148') [[13.844042]]
('N1', 'N83') [[13.843209]]
('N72', 'N109') [[13.842922]]
('N48', 'N215') [[13.842309]]
('N81', 'N187') [[13.842255]]
('N72', 'N171') [[13.842125]]
('N82', 'N232') [[13.841973]]
('N80', 'N186') [[13.840532]]
('N25', 'N187') [[13.840124]]
('N88', 'N224') [[13.839554]]
('N105', 'N217') [[13.839513]]
('N1', 'N103') [[13.838716]]
('N88', 'N236') [[13.838069]]
('N59', 'N250') [[13.837127]]
('N88', 'N108') [[13.836992]]
('N148', 'N215') [[13.836448]]
('N80', 'N153') [[13.836167]]
('N26', 'N176') [[13.835244]]
('N217', 'N227') [[13.834524]]
('N117', 'N165') [[13.834336]]
('N26', 'N169') [[13.833981]]
('N117', 'N236') [[13.833822]]
('N110', 'N148') [[13.832855]]
('N44', 'N205') [[13.832595]]
('N88', 'N132') [[13.832177]]
('N197', 'N218') [[13.82992]]
('N221', 'N247') [[13.829856]]
('N42', 'N167') [[13.828641]]
('N153', 'M0P1') [[13.828595]]
('N16', 'N108') [[13.82844]]
('N2', 'N48') [[13.827975]]
('N26', 'N181') [[13.82795]]
('N89', 'N247') [[13.827238]]
('N115', 'N153') [[13.826144]]
('N24', 'N66') [[13.82613]]
('N98', 'N173') [[13.826087]]
('N153', 'N248') [[13.825327]]
('N186', 'N227') [[13.824991]]
('N104', 'N153') [[13.824961]]
('N48', 'N186') [[13.823391]]
('N72', 'N221') [[13.82257]]
('N77', 'N159') [[13.82239]]
('N98', 'N221') [[13.82201]]
('N77', 'N223') [[13.821977]]
('N51', 'N117') [[13.82126]]
('N153', 'N224') [[13.820578]]
('N107', 'N153') [[13.820535]]
('N15', 'N176') [[13.818884]]
('N27', 'N186') [[13.8188305]]
('N42', 'N148') [[13.818248]]
('N94', 'N103') [[13.81813]]
('N148', 'N159') [[13.817043]]
('N183', 'N215') [[13.814441]]
('N152', 'N221') [[13.813424]]
('N125', 'N221') [[13.811497]]
('N7', 'N28') [[13.810276]]
('N41', 'N117') [[13.8097925]]
('N176', 'N186') [[13.80938]]
('N88', 'N225') [[13.808716]]
('N153', 'N198') [[13.808432]]
('N26', 'N236') [[13.80842]]
('N26', 'N94') [[13.806933]]
('N135', 'N153') [[13.806289]]
('N69', 'N138') [[13.805778]]
('N28', 'N165') [[13.805039]]
('N88', 'N139') [[13.804832]]
('N41', 'N153') [[13.804626]]
('N2', 'N147') [[13.804605]]
('N28', 'N198') [[13.804488]]
('N153', 'N236') [[13.803548]]
('N26', 'N144') [[13.802764]]
('N69', 'N131') [[13.802592]]
('N22', 'N221') [[13.802394]]
('N117', 'N198') [[13.802379]]
('N96', 'N221') [[13.801646]]
('N98', 'N183') [[13.800646]]
('N153', 'N161') [[13.798979]]
('N5', 'N117') [[13.798617]]
('N61', 'N241') [[13.7983]]
('N15', 'N103') [[13.798141]]
('N9', 'N218') [[13.797916]]
('N26', 'N50') [[13.797526]]
('N117', 'N133') [[13.797194]]
('N47', 'N229') [[13.797148]]
('N28', 'N111') [[13.797023]]
('N221', 'N227') [[13.7969475]]
('N117', 'N241') [[13.795986]]
('N15', 'N97') [[13.794116]]
('N103', 'N117') [[13.793943]]
('N26', 'M0P1') [[13.7918625]]
('N27', 'N235') [[13.791698]]
('N69', 'N187') [[13.790873]]
('N186', 'N228') [[13.790517]]
('N103', 'N164') [[13.790456]]
('N28', 'N181') [[13.789838]]
('N71', 'N221') [[13.789344]]
('N9', 'N71') [[13.788485]]
('N169', 'N241') [[13.788257]]
('N30', 'N153') [[13.788167]]
('N15', 'N69') [[13.78687]]
('N42', 'N88') [[13.786682]]
('N2', 'N43') [[13.786391]]
('N16', 'N83') [[13.786283]]
('N88', 'N187') [[13.7858305]]
('N15', 'N77') [[13.785747]]
('N47', 'N186') [[13.7854185]]
('N28', 'N147') [[13.785101]]
('N217', 'N218') [[13.784375]]
('N103', 'N176') [[13.784182]]
('N186', 'N214') [[13.782649]]
('N48', 'N229') [[13.78065]]
('N147', 'N221') [[13.780151]]
('N98', 'N148') [[13.779785]]
('N6', 'N153') [[13.779785]]
('N147', 'N217') [[13.779564]]
('N97', 'N113') [[13.779527]]
('N218', 'N221') [[13.779246]]
('N221', 'N229') [[13.77875]]
('N148', 'N164') [[13.77858]]
('N26', 'N96') [[13.778503]]
('N28', 'N203') [[13.778243]]
('N214', 'N250') [[13.777942]]
('N77', 'N138') [[13.77746]]
('N99', 'N113') [[13.775901]]
('N63', 'N138') [[13.775324]]
('N88', 'N214') [[13.774095]]
('N28', 'N79') [[13.774083]]
('N103', 'N208') [[13.772693]]
('N28', 'N232') [[13.772354]]
('N109', 'N113') [[13.771989]]
('N32', 'N221') [[13.771888]]
('N9', 'N152') [[13.771308]]
('N26', 'N183') [[13.771244]]
('N73', 'N155') [[13.770796]]
('N218', 'N227') [[13.769656]]
('N65', 'N172') [[13.768806]]
('N60', 'N94') [[13.768713]]
('N148', 'N183') [[13.768254]]
('N106', 'N250') [[13.768249]]
('N68', 'N117') [[13.767645]]
('N96', 'N109') [[13.767602]]
('N7', 'N183') [[13.76647]]
('N3', 'N18') [[13.76604]]
('N115', 'N221') [[13.765374]]
('N88', 'N171') [[13.765229]]
('N28', 'N113') [[13.76428]]
('N2', 'N247') [[13.764066]]
('N94', 'N176') [[13.763197]]
('N111', 'N138') [[13.760937]]
('N69', 'N117') [[13.760502]]
('N69', 'N153') [[13.75991]]
('N47', 'N218') [[13.7597685]]
('N47', 'N221') [[13.758766]]
('N108', 'N176') [[13.7585]]
('N77', 'N117') [[13.758418]]
('N15', 'N109') [[13.757511]]
('N187', 'N241') [[13.7574625]]
('N16', 'N26') [[13.757063]]
('N214', 'N247') [[13.756947]]
('N59', 'N153') [[13.755708]]
('N69', 'N88') [[13.755462]]
('N92', 'N148') [[13.755449]]
('N28', 'N62') [[13.7547865]]
('N9', 'N250') [[13.754473]]
('N26', 'N214') [[13.754202]]
('N28', 'N163') [[13.753957]]
('N9', 'N136') [[13.753845]]
('N66', 'N81') [[13.753745]]
('N105', 'N236') [[13.753186]]
('N159', 'N247') [[13.752788]]
('N28', 'N157') [[13.750362]]
('N37', 'N148') [[13.749657]]
('N221', 'N250') [[13.749338]]
('N2', 'N117') [[13.749118]]
('N79', 'N153') [[13.74882]]
('N26', 'N241') [[13.748384]]
('N147', 'N247') [[13.747225]]
('N28', 'N66') [[13.745799]]
('N117', 'N147') [[13.745605]]
('N221', 'N235') [[13.745166]]
('N47', 'N113') [[13.7449]]
('N91', 'N186') [[13.744088]]
('N23', 'N117') [[13.742217]]
('N176', 'N241') [[13.741401]]
('N17', 'N60') [[13.740814]]
('N182', 'N186') [[13.740559]]
('N117', 'N221') [[13.739789]]
('N77', 'N136') [[13.73934]]
('N26', 'N165') [[13.738588]]
('N103', 'N241') [[13.738561]]
('N28', 'N169') [[13.738385]]
('N187', 'N221') [[13.738304]]
('N23', 'N191') [[13.737859]]
('N108', 'N171') [[13.737857]]
('N63', 'N214') [[13.737667]]
('N2', 'N138') [[13.737596]]
('N28', 'N72') [[13.737565]]
('N26', 'N135') [[13.737394]]
('N51', 'N98') [[13.737052]]
('N117', 'N250') [[13.737028]]
('N47', 'N217') [[13.737016]]
('N103', 'N218') [[13.736211]]
('N117', 'N247') [[13.7347975]]
('N26', 'N139') [[13.734744]]
('N46', 'N88') [[13.734383]]
('N98', 'N136') [[13.734197]]
('N28', 'N122') [[13.733969]]
('N18', 'N221') [[13.733031]]
('N27', 'N32') [[13.73284]]
('N18', 'N26') [[13.732402]]
('N3', 'N153') [[13.732361]]
('N117', 'N164') [[13.732303]]
('N73', 'N148') [[13.732163]]
('N77', 'N241') [[13.731244]]
('N92', 'N186') [[13.7307005]]
('N27', 'N148') [[13.7304125]]
('N60', 'N69') [[13.729664]]
('N103', 'N131') [[13.728114]]
('N17', 'N153') [[13.727892]]
('N15', 'N106') [[13.726808]]
('N117', 'N210') [[13.726789]]
('N26', 'N66') [[13.726409]]
('N15', 'N172') [[13.725676]]
('N113', 'N116') [[13.725219]]
('N43', 'N52') [[13.725162]]
('N28', 'N229') [[13.724134]]
('N186', 'N190') [[13.724078]]
('N28', 'N109') [[13.723774]]
('N43', 'N148') [[13.723765]]
('N117', 'N215') [[13.722785]]
('N98', 'N105') [[13.722408]]
('N98', 'N176') [[13.722367]]
('N36', 'N88') [[13.72211]]
('N111', 'N218') [[13.721534]]
('N26', 'N98') [[13.721496]]
('N138', 'N221') [[13.721245]]
('N187', 'N215') [[13.721007]]
('N48', 'N170') [[13.720571]]
('N153', 'N220') [[13.719187]]
('N23', 'N153') [[13.718915]]
('N81', 'N186') [[13.718908]]
('N69', 'N253') [[13.718711]]
('N63', 'N69') [[13.7186]]
('N98', 'N99') [[13.718472]]
('N108', 'N117') [[13.718229]]
('N66', 'N116') [[13.717927]]
('N103', 'N166') [[13.717665]]
('N92', 'N153') [[13.717396]]
('N63', 'N217') [[13.717286]]
('N103', 'N105') [[13.717259]]
('N24', 'N26') [[13.7171955]]
('N165', 'N218') [[13.716759]]
('N92', 'N98') [[13.716577]]
('N217', 'N219') [[13.716184]]
('N143', 'N186') [[13.716113]]
('N66', 'N218') [[13.715959]]
('N193', 'M0P1') [[13.715316]]
('N80', 'N105') [[13.714821]]
('N170', 'N218') [[13.714713]]
('N59', 'N135') [[13.714162]]
('N137', 'N221') [[13.713962]]
('N26', 'N44') [[13.71352]]
('N103', 'N215') [[13.713009]]
('N119', 'N186') [[13.71282]]
('N108', 'N221') [[13.712811]]
('N106', 'N228') [[13.712807]]
('N159', 'N186') [[13.712648]]
('N9', 'N47') [[13.712464]]
('N159', 'N165') [[13.711911]]
('N125', 'N143') [[13.711802]]
('N63', 'N247') [[13.711747]]
('N153', 'N192') [[13.7116165]]
('N28', 'N173') [[13.711307]]
('N48', 'N250') [[13.7111025]]
('N26', 'N105') [[13.7106285]]
('N105', 'N186') [[13.709821]]
('N28', 'N230') [[13.709475]]
('N2', 'N60') [[13.708555]]
('N105', 'N198') [[13.708502]]
('N64', 'N153') [[13.70782]]
('N48', 'N109') [[13.707593]]
('N9', 'N194') [[13.707348]]
('N28', 'N105') [[13.707255]]
('N26', 'N37') [[13.705563]]
('N96', 'N218') [[13.705462]]
('N15', 'N238') [[13.705437]]
('N28', 'N224') [[13.705257]]
('N44', 'N247') [[13.705254]]
('N111', 'N227') [[13.703938]]
('N43', 'N229') [[13.703489]]
('N153', 'N208') [[13.702456]]
('N26', 'N235') [[13.701998]]
('N100', 'N113') [[13.701747]]
('N186', 'N219') [[13.701303]]
('N159', 'N221') [[13.701113]]
('N98', 'N143') [[13.700608]]
('N15', 'N204') [[13.700437]]
('N88', 'N155') [[13.700375]]
('N66', 'N187') [[13.7003355]]
('N9', 'N215') [[13.699965]]
('N9', 'N97') [[13.699327]]
('N28', 'N51') [[13.69899]]
('N116', 'N218') [[13.698892]]
('N2', 'N187') [[13.698845]]
('N52', 'N221') [[13.698623]]
('N54', 'N153') [[13.697684]]
('N39', 'N217') [[13.697595]]
('N172', 'N208') [[13.697405]]
('N57', 'N103') [[13.697003]]
('N42', 'N250') [[13.696576]]
('N186', 'N241') [[13.694916]]
('N172', 'N214') [[13.694773]]
('N2', 'N9') [[13.694487]]
('N47', 'N155') [[13.69443]]
('N153', 'N200') [[13.693882]]
('N28', 'N253') [[13.693387]]
('N52', 'N176') [[13.69337]]
('N15', 'N80') [[13.693209]]
('N81', 'N113') [[13.693094]]
('N147', 'N214') [[13.692733]]
('N165', 'M0P1') [[13.6924715]]
('N27', 'N138') [[13.692246]]
('N2', 'N72') [[13.692162]]
('N15', 'N217') [[13.69155]]
('N21', 'N153') [[13.691354]]
('N81', 'N230') [[13.691105]]
('N26', 'N81') [[13.690863]]
('N198', 'N218') [[13.690543]]
('N16', 'N170') [[13.690334]]
('N94', 'N173') [[13.689838]]
('N51', 'N60') [[13.68927]]
('N23', 'N105') [[13.689017]]
('N24', 'N77') [[13.689009]]
('N172', 'N238') [[13.688565]]
('N48', 'N176') [[13.688402]]
('N170', 'N194') [[13.688263]]
('N176', 'N250') [[13.688163]]
('N119', 'N198') [[13.687995]]
('N47', 'N68') [[13.687615]]
('N26', 'N77') [[13.687192]]
('N28', 'N206') [[13.686721]]
('N60', 'N183') [[13.68668]]
('N42', 'N117') [[13.686543]]
('N9', 'N16') [[13.686192]]
('N28', 'N139') [[13.686094]]
('N9', 'N204') [[13.685625]]
('N28', 'N68') [[13.685538]]
('N16', 'N103') [[13.685285]]
('N28', 'N197') [[13.685215]]
('N165', 'N169') [[13.685202]]
('N44', 'N148') [[13.685004]]
('N9', 'N155') [[13.683461]]
('N15', 'N212') [[13.683174]]
('N26', 'N47') [[13.683087]]
('N98', 'N172') [[13.682364]]
('N7', 'N103') [[13.682301]]
('N170', 'N221') [[13.682294]]
('N9', 'N198') [[13.681573]]
('N148', 'M0P1') [[13.68119]]
('N153', 'N232') [[13.680772]]
('N9', 'N190') [[13.680578]]
