('M0P1', 'M0P2') [[37.23092]]
('N129', 'N227') [[18.772388]]
('N58', 'N170') [[18.770357]]
('N5', 'N202') [[18.769897]]
('N17', 'N211') [[18.769356]]
('N64', 'N215') [[18.767885]]
('N106', 'N237') [[18.767786]]
('N124', 'N245') [[18.766977]]
('N65', 'N170') [[18.765501]]
('N15', 'N149') [[18.764399]]
('N135', 'N149') [[18.76262]]
('N149', 'N253') [[18.760937]]
('N32', 'N245') [[18.756744]]
('N78', 'N215') [[18.756126]]
('N40', 'N85') [[18.753775]]
('N187', 'N227') [[18.746824]]
('N149', 'N199') [[18.741602]]
('N32', 'N82') [[18.740156]]
('N52', 'N139') [[18.739876]]
('N85', 'N211') [[18.73817]]
('N24', 'N65') [[18.736574]]
('N36', 'N183') [[18.736563]]
('N49', 'N212') [[18.735733]]
('N78', 'N181') [[18.733814]]
('N103', 'N246') [[18.732838]]
('N211', 'N242') [[18.73189]]
('N133', 'N227') [[18.729086]]
('N149', 'N173') [[18.729027]]
('N106', 'N211') [[18.728325]]
('N65', 'N215') [[18.728172]]
('N173', 'N237') [[18.727861]]
('N77', 'N227') [[18.725979]]
('N32', 'N165') [[18.725622]]
('N71', 'N111') [[18.725473]]
('N106', 'N107') [[18.724628]]
('N32', 'N168') [[18.72458]]
('N104', 'N149') [[18.72454]]
('N12', 'N65') [[18.722178]]
('N4', 'N168') [[18.720251]]
('N207', 'N224') [[18.719833]]
('N17', 'N224') [[18.719738]]
('N88', 'N106') [[18.719011]]
('N106', 'N139') [[18.717463]]
('N135', 'N246') [[18.71727]]
('N107', 'N237') [[18.716534]]
('N134', 'N242') [[18.715775]]
('N49', 'N162') [[18.714764]]
('N80', 'N149') [[18.71453]]
('N165', 'N170') [[18.713898]]
('N78', 'N224') [[18.712498]]
('N78', 'N211') [[18.712053]]
('N58', 'N149') [[18.711565]]
('N183', 'N244') [[18.709686]]
('N4', 'N149') [[18.707178]]
('N60', 'N111') [[18.706347]]
('N133', 'N237') [[18.705797]]
('N65', 'N139') [[18.704798]]
('N64', 'N230') [[18.70339]]
('N53', 'N78') [[18.703287]]
('N90', 'N170') [[18.703272]]
('N180', 'N245') [[18.700209]]
('N85', 'N216') [[18.699604]]
('N85', 'N106') [[18.699078]]
('N139', 'N149') [[18.698128]]
('N65', 'N149') [[18.696924]]
('N107', 'N181') [[18.696272]]
('N85', 'N168') [[18.695976]]
('N128', 'N237') [[18.695427]]
('N106', 'N124') [[18.694345]]
('N193', 'N227') [[18.693216]]
('N4', 'N227') [[18.693008]]
('N106', 'N162') [[18.689014]]
('N22', 'N149') [[18.688307]]
('N17', 'N20') [[18.6877]]
('N100', 'N149') [[18.68763]]
('N149', 'N212') [[18.68544]]
('N106', 'N171') [[18.685236]]
('N111', 'N181') [[18.68332]]
('N100', 'N181') [[18.683182]]
('N47', 'N245') [[18.682703]]
('N131', 'N165') [[18.680973]]
('N215', 'N246') [[18.677607]]
('N100', 'N170') [[18.675507]]
('N65', 'N227') [[18.675152]]
('N227', 'N237') [[18.672157]]
('N31', 'N224') [[18.670324]]
('N119', 'N183') [[18.667938]]
('N57', 'N87') [[18.667465]]
('N116', 'N202') [[18.667065]]
('N40', 'N215') [[18.66389]]
('N39', 'N85') [[18.663805]]
('N134', 'N183') [[18.663773]]
('N111', 'N140') [[18.663595]]
('N141', 'N168') [[18.661835]]
('N106', 'N227') [[18.659658]]
('N71', 'N193') [[18.657604]]
('N85', 'N135') [[18.655952]]
('N135', 'N224') [[18.655104]]
('N134', 'N245') [[18.651001]]
('N17', 'N245') [[18.649881]]
('N72', 'N162') [[18.649391]]
('N23', 'N106') [[18.649038]]
('N141', 'N246') [[18.648836]]
('N55', 'N65') [[18.647285]]
('N14', 'N78') [[18.646976]]
('N133', 'N135') [[18.644053]]
('N55', 'N77') [[18.642742]]
('N85', 'N171') [[18.64017]]
('N21', 'N58') [[18.639544]]
('N31', 'N245') [[18.637556]]
('N31', 'N58') [[18.635992]]
('N24', 'N149') [[18.63537]]
('N85', 'N138') [[18.633638]]
('N103', 'N181') [[18.633387]]
('N47', 'N141') [[18.632906]]
('N124', 'N227') [[18.632486]]
('N171', 'N211') [[18.632019]]
('N60', 'N183') [[18.631914]]
('N111', 'N237') [[18.630726]]
('N58', 'N85') [[18.629457]]
('N85', 'N244') [[18.629175]]
('N17', 'N32') [[18.629143]]
('N107', 'N149') [[18.626505]]
('N56', 'N211') [[18.624573]]
('N58', 'N204') [[18.62399]]
('N4', 'N17') [[18.623308]]
('N174', 'N183') [[18.623268]]
('N149', 'N170') [[18.622334]]
('N57', 'N149') [[18.621607]]
('N13', 'N122') [[18.620987]]
('N72', 'N180') [[18.620375]]
('N139', 'N212') [[18.619997]]
('N4', 'N109') [[18.61918]]
('N78', 'N149') [[18.619019]]
('N106', 'N204') [[18.61871]]
('N181', 'N246') [[18.617268]]
('N54', 'N227') [[18.613234]]
('N31', 'N49') [[18.612595]]
('N53', 'N106') [[18.611044]]
('N65', 'N107') [[18.609547]]
('N12', 'N107') [[18.608038]]
('N171', 'N237') [[18.606596]]
('N4', 'N32') [[18.60596]]
('N64', 'N90') [[18.605663]]
('N77', 'N107') [[18.605455]]
('N149', 'N165') [[18.604141]]
('N156', 'N246') [[18.603077]]
('N53', 'N181') [[18.601091]]
('N104', 'N203') [[18.601088]]
('N152', 'N211') [[18.599987]]
('N68', 'N149') [[18.59973]]
('N58', 'N141') [[18.599379]]
('N99', 'N149') [[18.598753]]
('N171', 'N245') [[18.598421]]
('N10', 'N124') [[18.597527]]
('N149', 'N187') [[18.59641]]
('N168', 'N200') [[18.595379]]
('N134', 'N181') [[18.59326]]
('N23', 'N164') [[18.592089]]
('N15', 'N82') [[18.591974]]
('N77', 'N245') [[18.591028]]
('N64', 'N179') [[18.590622]]
('N36', 'N134') [[18.588612]]
('N17', 'N60') [[18.58781]]
('N148', 'N149') [[18.586498]]
('N78', 'N85') [[18.58608]]
('N105', 'N106') [[18.585152]]
('N17', 'N216') [[18.584724]]
('N149', 'N252') [[18.584532]]
('N58', 'N131') [[18.583927]]
('N53', 'N165') [[18.583197]]
('N64', 'N78') [[18.58317]]
('N85', 'N131') [[18.581831]]
('N46', 'N60') [[18.581524]]
('N32', 'N201') [[18.579401]]
('N215', 'N227') [[18.579205]]
('N113', 'N149') [[18.579168]]
('N149', 'N230') [[18.578802]]
('N32', 'N224') [[18.577387]]
('N228', 'N245') [[18.5772]]
('N138', 'N211') [[18.57698]]
('N32', 'N141') [[18.576975]]
('N85', 'N204') [[18.576658]]
('N122', 'N227') [[18.576546]]
('N32', 'N101') [[18.576395]]
('N141', 'N181') [[18.576283]]
('N170', 'N226') [[18.575083]]
('N117', 'N246') [[18.573866]]
('N85', 'N139') [[18.573755]]
('N32', 'N252') [[18.57371]]
('N13', 'N211') [[18.573349]]
('N106', 'N190') [[18.572012]]
('N4', 'N85') [[18.571968]]
('N169', 'N171') [[18.571537]]
('N4', 'N107') [[18.571264]]
('N2', 'N168') [[18.570295]]
('N149', 'N190') [[18.569492]]
('N103', 'N248') [[18.569336]]
('N15', 'N54') [[18.56871]]
('N100', 'N224') [[18.5685]]
('N224', 'N242') [[18.567074]]
('N80', 'N227') [[18.56639]]
('N81', 'N252') [[18.56587]]
('N169', 'N170') [[18.562897]]
('N131', 'N149') [[18.5618]]
('N4', 'N183') [[18.561405]]
('N54', 'N109') [[18.560328]]
('N138', 'N183') [[18.559738]]
('N152', 'N246') [[18.559202]]
('N36', 'N106') [[18.558672]]
('N32', 'N173') [[18.558403]]
('N85', 'N246') [[18.55817]]
('N139', 'N181') [[18.556952]]
('N24', 'N246') [[18.55605]]
('N32', 'N87') [[18.555214]]
('N72', 'N165') [[18.555204]]
('N80', 'N242') [[18.554983]]
('N83', 'N246') [[18.554232]]
('N64', 'N226') [[18.553764]]
('N211', 'N246') [[18.55335]]
('N106', 'N172') [[18.553017]]
('N65', 'N72') [[18.552546]]
('N152', 'N227') [[18.550272]]
('N85', 'N165') [[18.549099]]
('N26', 'N149') [[18.548683]]
('N65', 'N252') [[18.548653]]
('N165', 'N211') [[18.547176]]
('N17', 'N81') [[18.5463]]
('N106', 'N147') [[18.546282]]
('N128', 'N226') [[18.546185]]
('N58', 'N139') [[18.544668]]
('N32', 'N228') [[18.543955]]
('N43', 'N227') [[18.543169]]
('N77', 'N138') [[18.542528]]
('N17', 'N141') [[18.54114]]
('N141', 'N233') [[18.541086]]
('N85', 'N181') [[18.539974]]
('N72', 'N106') [[18.539755]]
('N96', 'N149') [[18.539068]]
('N107', 'N245') [[18.536768]]
('N60', 'N149') [[18.53651]]
('N237', 'N242') [[18.53634]]
('N53', 'N174') [[18.535841]]
('N4', 'N111') [[18.535822]]
('N58', 'N212') [[18.535316]]
('N60', 'N180') [[18.534649]]
('N23', 'N211') [[18.533325]]
('N60', 'N136') [[18.531906]]
('N165', 'N168') [[18.53069]]
('N140', 'N141') [[18.530336]]
('N54', 'N237') [[18.52975]]
('N181', 'N212') [[18.529648]]
('N170', 'N211') [[18.528877]]
('N23', 'N98') [[18.52829]]
('N106', 'N183') [[18.52821]]
('N246', 'N252') [[18.527763]]
('N202', 'N246') [[18.527395]]
('N51', 'N121') [[18.527319]]
('N72', 'N252') [[18.526688]]
('N92', 'N215') [[18.526478]]
('N85', 'N111') [[18.526312]]
('N121', 'N149') [[18.525541]]
('N36', 'N64') [[18.522728]]
('N168', 'N174') [[18.522312]]
('N58', 'N106') [[18.522041]]
('N82', 'N149') [[18.520529]]
('N85', 'N173') [[18.52012]]
('N58', 'N100') [[18.517603]]
('N65', 'N250') [[18.513851]]
('N80', 'N134') [[18.513838]]
('N180', 'N227') [[18.51374]]
('N4', 'N252') [[18.51339]]
('N80', 'N150') [[18.513258]]
('N32', 'N120') [[18.513094]]
('N183', 'N230') [[18.51302]]
('N32', 'N48') [[18.511803]]
('N32', 'N170') [[18.511238]]
('N60', 'N245') [[18.509993]]
('N107', 'N180') [[18.50959]]
('N23', 'N202') [[18.50948]]
('N53', 'N226') [[18.509258]]
('N85', 'N149') [[18.50909]]
('N58', 'N246') [[18.507185]]
('N106', 'N133') [[18.506865]]
('N82', 'N245') [[18.506002]]
('N72', 'N227') [[18.504559]]
('N78', 'N242') [[18.504004]]
('N183', 'N237') [[18.503975]]
('N14', 'N242') [[18.50282]]
('N31', 'N100') [[18.502295]]
('N138', 'N149') [[18.501862]]
('N190', 'N246') [[18.501606]]
('N106', 'N192') [[18.500187]]
('N31', 'N149') [[18.499779]]
('N134', 'N174') [[18.499357]]
('N149', 'N204') [[18.499165]]
('N60', 'N65') [[18.498772]]
('N135', 'N227') [[18.498547]]
('N131', 'N227') [[18.498486]]
('N85', 'N92') [[18.498026]]
('N71', 'N230') [[18.49728]]
('N103', 'N107') [[18.49725]]
('N49', 'N190') [[18.494379]]
('N78', 'N134') [[18.494225]]
('N65', 'N203') [[18.493883]]
('N49', 'N85') [[18.493736]]
('N49', 'N224') [[18.49314]]
('N109', 'N233') [[18.493113]]
('N102', 'N170') [[18.492992]]
('N18', 'N32') [[18.49222]]
('N58', 'N152') [[18.490082]]
('N22', 'N168') [[18.489935]]
('N181', 'N224') [[18.489605]]
('N170', 'N227') [[18.489388]]
('N165', 'N181') [[18.486055]]
('N207', 'N230') [[18.485704]]
('N168', 'N202') [[18.484907]]
('N58', 'N202') [[18.48387]]
('N23', 'N92') [[18.483595]]
('N65', 'N233') [[18.48303]]
('N107', 'N204') [[18.481777]]
('N129', 'N237') [[18.481268]]
('N141', 'N227') [[18.480143]]
('N21', 'N211') [[18.479353]]
('N237', 'N241') [[18.478476]]
('N65', 'N246') [[18.478073]]
('N90', 'N149') [[18.477648]]
('N7', 'N227') [[18.476803]]
('N65', 'N102') [[18.475645]]
('N78', 'N111') [[18.47561]]
('N85', 'N109') [[18.47532]]
('N65', 'N181') [[18.474009]]
('N175', 'N238') [[18.473982]]
('N42', 'N141') [[18.472662]]
('N105', 'N174') [[18.47262]]
('N102', 'N183') [[18.472586]]
('N111', 'N170') [[18.472202]]
('N102', 'N138') [[18.472162]]
('N149', 'N168') [[18.47188]]
('N10', 'N106') [[18.47126]]
('N15', 'N246') [[18.470728]]
('N107', 'N179') [[18.470514]]
('N60', 'N167') [[18.46971]]
('N82', 'N224') [[18.469297]]
('N27', 'N224') [[18.468761]]
('N181', 'N200') [[18.468256]]
('N43', 'N80') [[18.468145]]
('N49', 'N211') [[18.468042]]
('N80', 'N173') [[18.467566]]
('N36', 'N60') [[18.467522]]
('N104', 'N174') [[18.467325]]
('N58', 'N174') [[18.467188]]
('N4', 'N60') [[18.46685]]
('N245', 'N253') [[18.466806]]
('N64', 'N181') [[18.465322]]
('N54', 'N170') [[18.464346]]
('N32', 'N246') [[18.46426]]
('N171', 'N183') [[18.464119]]
('N133', 'N183') [[18.463892]]
('N64', 'N135') [[18.463505]]
('N4', 'N28') [[18.462866]]
('N65', 'N85') [[18.462826]]
('N149', 'N202') [[18.462156]]
('N174', 'N211') [[18.462011]]
('N102', 'N224') [[18.462008]]
('N184', 'N211') [[18.461544]]
('N56', 'N245') [[18.461473]]
('N78', 'N245') [[18.461187]]
('N104', 'N211') [[18.459347]]
('N180', 'N196') [[18.459225]]
('N104', 'N119') [[18.45898]]
('N27', 'N246') [[18.45855]]
('N58', 'N65') [[18.45847]]
('N103', 'N149') [[18.457561]]
('N48', 'N149') [[18.456379]]
('N47', 'N80') [[18.456142]]
('N128', 'N149') [[18.455315]]
('N23', 'N36') [[18.455143]]
('N43', 'N170') [[18.453814]]
('N4', 'N53') [[18.45215]]
('N149', 'N211') [[18.452091]]
('N4', 'N170') [[18.451021]]
('N65', 'N116') [[18.450613]]
('N64', 'N203') [[18.449984]]
('N65', 'N228') [[18.449928]]
('N124', 'N181') [[18.449854]]
('N180', 'N237') [[18.449032]]
('N141', 'N207') [[18.449032]]
('N55', 'N149') [[18.448652]]
('N7', 'N85') [[18.447626]]
('N187', 'N202') [[18.446495]]
('N103', 'N134') [[18.446178]]
('N60', 'N202') [[18.446129]]
('N183', 'N253') [[18.44593]]
('N65', 'N78') [[18.445604]]
('N60', 'N169') [[18.44473]]
('N100', 'N174') [[18.44459]]
('N4', 'N223') [[18.44437]]
('N119', 'N170') [[18.443481]]
('N141', 'N241') [[18.443441]]
('N183', 'N202') [[18.443228]]
('N23', 'N87') [[18.442722]]
('N162', 'N175') [[18.442455]]
('N23', 'N72') [[18.442192]]
('N32', 'N194') [[18.441742]]
('N172', 'N253') [[18.441381]]
('N227', 'N252') [[18.440987]]
('N107', 'N147') [[18.440336]]
('N82', 'N131') [[18.439758]]
('N47', 'N173') [[18.439192]]
('N102', 'N179') [[18.43857]]
('N60', 'N85') [[18.438555]]
('N64', 'N106') [[18.436472]]
('N92', 'N149') [[18.436083]]
('N85', 'N222') [[18.43526]]
('N28', 'N58') [[18.435017]]
('N65', 'N237') [[18.434322]]
('N164', 'N246') [[18.43408]]
('N17', 'N170') [[18.433638]]
('N24', 'N85') [[18.431341]]
('N242', 'N245') [[18.431324]]
('N202', 'N230') [[18.431261]]
('N245', 'N246') [[18.430616]]
('N7', 'N237') [[18.428522]]
('N102', 'N211') [[18.42832]]
('N168', 'N224') [[18.428179]]
('N73', 'N85') [[18.428152]]
('N180', 'N211') [[18.428137]]
('N181', 'N183') [[18.42798]]
('N28', 'N168') [[18.427658]]
('N104', 'N131') [[18.427223]]
('N179', 'N224') [[18.426352]]
('N25', 'N149') [[18.426292]]
('N57', 'N78') [[18.424908]]
('N64', 'N241') [[18.42405]]
('N77', 'N246') [[18.42314]]
('N92', 'N136') [[18.422771]]
('N170', 'N181') [[18.422625]]
('N168', 'N180') [[18.42168]]
('N35', 'N227') [[18.42148]]
('N4', 'N192') [[18.420628]]
('N104', 'N202') [[18.420362]]
('N107', 'N211') [[18.420347]]
('N49', 'N245') [[18.419703]]
('N7', 'N40') [[18.419283]]
('N173', 'N245') [[18.418818]]
('N78', 'N102') [[18.418715]]
('N32', 'N104') [[18.418604]]
('N230', 'N245') [[18.418465]]
('N35', 'N107') [[18.41846]]
('N60', 'N171') [[18.418158]]
('N190', 'N252') [[18.417889]]
('N52', 'N180') [[18.417543]]
('N7', 'N224') [[18.417425]]
('N211', 'N213') [[18.417374]]
('N65', 'N182') [[18.417358]]
('N124', 'N172') [[18.416363]]
('N17', 'N168') [[18.415735]]
('N92', 'N227') [[18.415573]]
('N32', 'N103') [[18.414503]]
('N196', 'N237') [[18.41441]]
('N106', 'N115') [[18.413612]]
('N58', 'N226') [[18.413376]]
('N4', 'N134') [[18.413197]]
('N17', 'N230') [[18.413082]]
('N153', 'N173') [[18.413017]]
('N109', 'N224') [[18.412544]]
('N126', 'N227') [[18.412474]]
('N181', 'N193') [[18.412317]]
('N4', 'N119') [[18.41194]]
('N140', 'N202') [[18.411861]]
('N168', 'N246') [[18.411388]]
('N32', 'N65') [[18.410694]]
('N202', 'N237') [[18.410654]]
('N237', 'N246') [[18.410646]]
('N66', 'N149') [[18.409868]]
('N156', 'N196') [[18.409832]]
('N107', 'N227') [[18.409105]]
('N56', 'N149') [[18.409018]]
('N63', 'N149') [[18.408966]]
('N212', 'N237') [[18.408842]]
('N104', 'N170') [[18.408758]]
('N169', 'N202') [[18.408712]]
('N65', 'N90') [[18.408361]]
('N102', 'N227') [[18.407309]]
('N50', 'N170') [[18.40703]]
('N78', 'N246') [[18.405554]]
('N49', 'N196') [[18.405222]]
('N131', 'N170') [[18.404129]]
('N73', 'N168') [[18.403246]]
('N52', 'N171') [[18.403036]]
('N46', 'N49') [[18.401722]]
('N85', 'N141') [[18.401499]]
('N139', 'N202') [[18.400816]]
('N109', 'N168') [[18.400448]]
('N170', 'N224') [[18.400024]]
('N37', 'N224') [[18.399408]]
('N101', 'N242') [[18.39938]]
('N103', 'N211') [[18.398832]]
('N52', 'N131') [[18.398743]]
('N173', 'N221') [[18.398275]]
('N17', 'N237') [[18.398184]]
('N118', 'N149') [[18.39817]]
('N81', 'N245') [[18.398123]]
('N64', 'N183') [[18.397999]]
('N65', 'N165') [[18.39744]]
('N18', 'N202') [[18.39699]]
('N57', 'N246') [[18.39672]]
('N58', 'N230') [[18.396301]]
('N133', 'N141') [[18.396269]]
('N111', 'N245') [[18.394814]]
('N83', 'N149') [[18.394741]]
('N4', 'N202') [[18.394659]]
('N107', 'N171') [[18.394648]]
('N32', 'N119') [[18.394426]]
('N4', 'N120') [[18.394218]]
('N103', 'N111') [[18.393803]]
('N212', 'N213') [[18.39346]]
('N64', 'N134') [[18.393167]]
('N4', 'N138') [[18.392958]]
('N215', 'N224') [[18.39293]]
('N181', 'N215') [[18.390802]]
('N17', 'N119') [[18.390654]]
('N134', 'N246') [[18.390335]]
('N123', 'N141') [[18.390238]]
('N227', 'N246') [[18.390066]]
('N7', 'N202') [[18.389973]]
('N49', 'N103') [[18.389694]]
('N4', 'N72') [[18.389477]]
('N85', 'N95') [[18.389458]]
('N17', 'N199') [[18.389414]]
('N65', 'N138') [[18.3892]]
('N25', 'N80') [[18.38826]]
('N4', 'N172') [[18.387737]]
('N103', 'N227') [[18.38748]]
('N237', 'N245') [[18.386728]]
('N10', 'N165') [[18.386503]]
('N106', 'N168') [[18.386358]]
('N87', 'N171') [[18.38607]]
('N87', 'N227') [[18.385279]]
('N2', 'N149') [[18.385252]]
('N4', 'N250') [[18.384897]]
('N100', 'N187') [[18.384874]]
('N106', 'N173') [[18.384644]]
('N50', 'N165') [[18.384613]]
('N65', 'N201') [[18.382595]]
('N24', 'N227') [[18.382147]]
('N4', 'N92') [[18.381886]]
('N183', 'N233') [[18.381592]]
('N40', 'N151') [[18.380993]]
('N4', 'M0P2') [[18.380869]]
('N49', 'N124') [[18.380665]]
('N17', 'N195') [[18.380358]]
('N149', 'N162') [[18.37985]]
('N149', 'N196') [[18.379698]]
('N14', 'N106') [[18.379654]]
('N31', 'N63') [[18.379038]]
('N49', 'N165') [[18.378336]]
('N32', 'N134') [[18.377363]]
('N107', 'N116') [[18.376663]]
('N65', 'N152') [[18.37648]]
('N72', 'N174') [[18.376387]]
('N17', 'N242') [[18.375734]]
('N179', 'N242') [[18.37543]]
('N128', 'N212') [[18.375315]]
('N72', 'N103') [[18.374552]]
('N51', 'N245') [[18.374413]]
('N224', 'N252') [[18.373705]]
('N4', 'N242') [[18.37311]]
('N32', 'N64') [[18.373089]]
('N32', 'N52') [[18.373024]]
('N21', 'N85') [[18.37277]]
('N32', 'N204') [[18.37214]]
('N32', 'N107') [[18.372072]]
('N172', 'N245') [[18.371778]]
('N60', 'N66') [[18.371748]]
('N108', 'N133') [[18.371601]]
('N85', 'N242') [[18.371199]]
('N17', 'N252') [[18.370695]]
('N32', 'N237') [[18.370478]]
('N56', 'N246') [[18.370262]]
('N85', 'N152') [[18.36999]]
('N100', 'N242') [[18.368752]]
('N181', 'N190') [[18.368103]]
('N183', 'N211') [[18.368034]]
('N32', 'N183') [[18.367908]]
('N202', 'N211') [[18.367899]]
('N32', 'N174') [[18.367706]]
('N109', 'N131') [[18.367416]]
('N85', 'N134') [[18.366673]]
('N75', 'N246') [[18.366425]]
('N109', 'N227') [[18.366121]]
('N23', 'N245') [[18.365562]]
('N180', 'N183') [[18.365204]]
('N134', 'N172') [[18.36407]]
('N72', 'N85') [[18.363989]]
('N103', 'N183') [[18.363863]]
('N65', 'N223') [[18.363085]]
('N207', 'N227') [[18.362612]]
('N126', 'N187') [[18.362427]]
('N128', 'N227') [[18.362188]]
('N32', 'N131') [[18.361103]]
('N171', 'N224') [[18.36107]]
('N100', 'N211') [[18.360996]]
('N23', 'N224') [[18.36076]]
('N221', 'N227') [[18.36049]]
('N65', 'N151') [[18.359509]]
('N215', 'N245') [[18.35876]]
('N49', 'N149') [[18.358616]]
('N168', 'N227') [[18.358541]]
('N80', 'N100') [[18.357855]]
('N48', 'N141') [[18.35767]]
('N24', 'N152') [[18.35641]]
('N14', 'N245') [[18.355783]]
('N23', 'N165') [[18.355713]]
('N85', 'N201') [[18.355364]]
('N87', 'N100') [[18.353964]]
('N4', 'N141') [[18.353334]]
('N66', 'N141') [[18.35236]]
('N149', 'N213') [[18.352114]]
('N106', 'N212') [[18.351011]]
('N173', 'N211') [[18.350975]]
('N106', 'N228') [[18.35042]]
('N36', 'N46') [[18.350191]]
('N65', 'N120') [[18.349167]]
('N10', 'N50') [[18.348772]]
('N58', 'N113') [[18.347376]]
('N32', 'N58') [[18.347084]]
('N108', 'N205') [[18.347052]]
('N49', 'N237') [[18.346167]]
('N135', 'N202') [[18.346037]]
('N13', 'N242') [[18.34567]]
('N111', 'N242') [[18.345232]]
('N141', 'N156') [[18.344574]]
('N168', 'N183') [[18.344427]]
('N79', 'N224') [[18.344185]]
('N92', 'N224') [[18.344088]]
('N58', 'N183') [[18.343811]]
('N211', 'N230') [[18.342772]]
('N106', 'N196') [[18.342737]]
('N149', 'N153') [[18.34163]]
('N82', 'N181') [[18.340864]]
('N57', 'N85') [[18.340742]]
('N65', 'N169') [[18.340372]]
('N226', 'N238') [[18.339586]]
('N165', 'N224') [[18.33856]]
('N139', 'N183') [[18.338371]]
('N57', 'N58') [[18.33771]]
('N7', 'N149') [[18.337605]]
('N17', 'N49') [[18.337452]]
('N75', 'N212') [[18.337433]]
('N211', 'N241') [[18.336765]]
('N136', 'N227') [[18.336748]]
('N7', 'N65') [[18.336235]]
('N149', 'N241') [[18.335415]]
('N104', 'N168') [[18.334675]]
('N7', 'N117') [[18.333643]]
