('M0P1', 'M0P2') [[20.98094]]
('N3', 'N249') [[14.472159]]
('N13', 'N179') [[14.470723]]
('N16', 'N227') [[14.464253]]
('N109', 'N251') [[14.462154]]
('N252', 'M0P1') [[14.459071]]
('N188', 'N227') [[14.458842]]
('N109', 'N180') [[14.453668]]
('N2', 'M0P2') [[14.452163]]
('N173', 'M0P2') [[14.451238]]
('N191', 'N252') [[14.450006]]
('N200', 'N227') [[14.44193]]
('N109', 'N124') [[14.437597]]
('N3', 'N88') [[14.431362]]
('N51', 'N181') [[14.42911]]
('N180', 'N191') [[14.422711]]
('N86', 'N227') [[14.422073]]
('N150', 'M0P2') [[14.421407]]
('N35', 'N242') [[14.4198265]]
('N118', 'N227') [[14.418541]]
('N21', 'N142') [[14.417786]]
('N218', 'N227') [[14.416226]]
('N60', 'N64') [[14.414086]]
('N3', 'N242') [[14.411817]]
('N67', 'N227') [[14.410439]]
('N52', 'N179') [[14.405932]]
('N242', 'N251') [[14.405425]]
('N3', 'N90') [[14.403436]]
('N2', 'N156') [[14.402007]]
('N227', 'N248') [[14.394903]]
('N108', 'N227') [[14.38953]]
('N60', 'M0P2') [[14.38886]]
('N160', 'N227') [[14.383017]]
('N86', 'N230') [[14.382021]]
('N135', 'N191') [[14.378735]]
('N3', 'N150') [[14.3749695]]
('N119', 'N227') [[14.373673]]
('N66', 'N67') [[14.372294]]
('N120', 'N227') [[14.3712]]
('N66', 'M0P2') [[14.366931]]
('N179', 'N251') [[14.36606]]
('N207', 'M0P1') [[14.36412]]
('N143', 'N227') [[14.360796]]
('N21', 'M0P1') [[14.360436]]
('N227', 'N237') [[14.358252]]
('N139', 'N227') [[14.354192]]
('N12', 'N227') [[14.352492]]
('N173', 'M0P1') [[14.352005]]
('N43', 'N72') [[14.351955]]
('N109', 'N189') [[14.348992]]
('N72', 'N212') [[14.348106]]
('N44', 'N227') [[14.347422]]
('N64', 'N187') [[14.34651]]
('N227', 'N245') [[14.345194]]
('N64', 'N180') [[14.345171]]
('N179', 'M0P2') [[14.344788]]
('N3', 'N48') [[14.344427]]
('N114', 'N227') [[14.344357]]
('N127', 'M0P2') [[14.342057]]
('N90', 'N244') [[14.339062]]
('N180', 'N249') [[14.337334]]
('N57', 'N86') [[14.332495]]
('N51', 'N88') [[14.332203]]
('N72', 'N242') [[14.331845]]
('N210', 'N227') [[14.331538]]
('N3', 'N251') [[14.331157]]
('N2', 'N20') [[14.330515]]
('N45', 'N88') [[14.329055]]
('N64', 'N109') [[14.3278055]]
('N90', 'N241') [[14.327177]]
('N88', 'N140') [[14.326829]]
('N68', 'N227') [[14.325235]]
('N3', 'M0P2') [[14.324905]]
('N7', 'N249') [[14.323836]]
('N152', 'N191') [[14.320855]]
('N116', 'N227') [[14.315599]]
('N179', 'N233') [[14.312208]]
('N43', 'N179') [[14.3102455]]
('N179', 'N249') [[14.303912]]
('N43', 'N242') [[14.3039]]
('N3', 'N180') [[14.30306]]
('N86', 'N191') [[14.301901]]
('N122', 'M0P2') [[14.298162]]
('N97', 'N227') [[14.298096]]
('N2', 'M0P1') [[14.297349]]
('N78', 'N227') [[14.296667]]
('N144', 'N227') [[14.296014]]
('N109', 'N249') [[14.295623]]
('N157', 'M0P1') [[14.295306]]
('N107', 'N179') [[14.294798]]
('N88', 'N249') [[14.292707]]
('N102', 'M0P2') [[14.292156]]
('N140', 'N227') [[14.29166]]
('N221', 'N227') [[14.290947]]
('N46', 'N64') [[14.290373]]
('N75', 'N179') [[14.289163]]
('N246', 'M0P1') [[14.287945]]
('N21', 'N218') [[14.287848]]
('N109', 'N219') [[14.285526]]
('N88', 'N109') [[14.2851305]]
('N191', 'N205') [[14.284973]]
('N88', 'N119') [[14.2830305]]
('N53', 'N227') [[14.28171]]
('N52', 'N230') [[14.280707]]
('N26', 'N227') [[14.280033]]
('N179', 'N242') [[14.2797575]]
('N104', 'M0P1') [[14.279091]]
('N189', 'N230') [[14.274933]]
('N64', 'N157') [[14.272121]]
('N64', 'N179') [[14.271371]]
('N34', 'N109') [[14.270145]]
('N86', 'N251') [[14.269595]]
('N25', 'N227') [[14.268996]]
('N189', 'N191') [[14.26823]]
('N180', 'N252') [[14.266523]]
('N19', 'N88') [[14.265496]]
('N88', 'N191') [[14.26451]]
('N157', 'N200') [[14.264265]]
('N3', 'N60') [[14.263518]]
('N72', 'N179') [[14.258332]]
('N65', 'N181') [[14.257121]]
('N126', 'N227') [[14.255605]]
('N64', 'N137') [[14.255347]]
('N21', 'N109') [[14.254379]]
('N19', 'N43') [[14.253894]]
('N206', 'N227') [[14.250149]]
('N11', 'N149') [[14.248337]]
('N43', 'N191') [[14.247371]]
('N67', 'N88') [[14.245855]]
('N230', 'N251') [[14.243249]]
('N12', 'N67') [[14.240614]]
('N227', 'N234') [[14.240583]]
('N109', 'N252') [[14.239649]]
('N191', 'N241') [[14.2381525]]
('N46', 'N191') [[14.23781]]
('N191', 'N251') [[14.23722]]
('N178', 'N227') [[14.235103]]
('N179', 'N191') [[14.234551]]
('N88', 'N179') [[14.233283]]
('N41', 'N227') [[14.232262]]
('N13', 'N144') [[14.230081]]
('N36', 'N181') [[14.224761]]
('N105', 'N227') [[14.224734]]
('N36', 'N242') [[14.223349]]
('N131', 'N227') [[14.223311]]
('N108', 'M0P2') [[14.223217]]
('N60', 'N181') [[14.220136]]
('N90', 'N179') [[14.219357]]
('N227', 'N232') [[14.219294]]
('N176', 'N227') [[14.218941]]
('N165', 'N227') [[14.216234]]
('N35', 'M0P1') [[14.216206]]
('N65', 'M0P2') [[14.216089]]
('N191', 'N230') [[14.21601]]
('N48', 'N241') [[14.21572]]
('N67', 'N230') [[14.214434]]
('N13', 'N43') [[14.213614]]
('N40', 'N64') [[14.21315]]
('N3', 'N179') [[14.211192]]
('N3', 'N187') [[14.210103]]
('N104', 'M0P2') [[14.209481]]
('N3', 'N67') [[14.208652]]
('N1', 'N140') [[14.208263]]
('N66', 'M0P1') [[14.205382]]
('N21', 'N72') [[14.205005]]
('N148', 'N227') [[14.203635]]
('N170', 'N242') [[14.202754]]
('N95', 'N191') [[14.202576]]
('N227', 'N247') [[14.202529]]
('N35', 'N191') [[14.201321]]
('N38', 'N227') [[14.201135]]
('N27', 'N109') [[14.199518]]
('N227', 'N233') [[14.198983]]
('N11', 'N12') [[14.197683]]
('N103', 'N179') [[14.19712]]
('N67', 'N249') [[14.194777]]
('N13', 'N51') [[14.194674]]
('N102', 'N252') [[14.192465]]
('N134', 'N227') [[14.192298]]
('N36', 'N216') [[14.192123]]
('N123', 'M0P1') [[14.192117]]
('N43', 'N86') [[14.192024]]
('N39', 'N251') [[14.190702]]
('N156', 'N227') [[14.1874485]]
('N170', 'N191') [[14.186976]]
('N64', 'N242') [[14.186485]]
('N88', 'N201') [[14.185921]]
('N11', 'M0P2') [[14.185157]]
('N35', 'N118') [[14.1844425]]
('N88', 'N157') [[14.183985]]
('N46', 'N52') [[14.182716]]
('N181', 'N191') [[14.182653]]
('N135', 'N227') [[14.180512]]
('N227', 'N253') [[14.178845]]
('N16', 'N149') [[14.178657]]
('N129', 'N227') [[14.177905]]
('N64', 'N110') [[14.176624]]
('N187', 'N191') [[14.173524]]
('N96', 'N252') [[14.172096]]
('N179', 'N248') [[14.171233]]
('N152', 'N180') [[14.170179]]
('N11', 'N28') [[14.16996]]
('N28', 'N67') [[14.169581]]
('N35', 'N180') [[14.166839]]
('N46', 'N196') [[14.165155]]
('N132', 'N179') [[14.164706]]
('N210', 'N249') [[14.163598]]
('N197', 'N242') [[14.162959]]
('N157', 'N179') [[14.162846]]
('N64', 'N200') [[14.161571]]
('N3', 'N109') [[14.161566]]
('N245', 'M0P1') [[14.160656]]
('N108', 'N191') [[14.159912]]
('N2', 'N102') [[14.158884]]
('N2', 'N251') [[14.157883]]
('N104', 'N191') [[14.156531]]
('N60', 'N237') [[14.155079]]
('N89', 'N227') [[14.1549225]]
('N84', 'N227') [[14.154417]]
('N181', 'N242') [[14.153865]]
('N35', 'N109') [[14.15257]]
('N72', 'N152') [[14.151943]]
('N52', 'N242') [[14.1511755]]
('N236', 'N249') [[14.151121]]
('N179', 'N238') [[14.150069]]
('N34', 'M0P2') [[14.148066]]
('N180', 'N242') [[14.147861]]
('N1', 'N95') [[14.147524]]
('N239', 'M0P1') [[14.147473]]
('N149', 'N191') [[14.146767]]
('N32', 'N227') [[14.145544]]
('N64', 'N67') [[14.142054]]
('N109', 'N230') [[14.1390705]]
('N200', 'M0P2') [[14.13891]]
('N249', 'M0P2') [[14.138716]]
('N30', 'M0P2') [[14.138168]]
('N35', 'N218') [[14.138136]]
('N109', 'N207') [[14.135423]]
('N36', 'M0P2') [[14.134469]]
('N12', 'N149') [[14.132646]]
('N103', 'M0P2') [[14.132506]]
('N217', 'N227') [[14.132385]]
('N1', 'N242') [[14.130498]]
('N175', 'N179') [[14.128853]]
('N122', 'N137') [[14.128816]]
('N205', 'N227') [[14.127959]]
('N64', 'N100') [[14.127614]]
('N109', 'N210') [[14.126718]]
('N111', 'N137') [[14.126358]]
('N130', 'N242') [[14.126159]]
('N13', 'N46') [[14.124707]]
('N144', 'N191') [[14.123826]]
('N191', 'N200') [[14.122878]]
('N67', 'N251') [[14.122501]]
('N46', 'N179') [[14.12186]]
('N2', 'N86') [[14.121586]]
('N249', 'N252') [[14.120228]]
('N1', 'N119') [[14.119057]]
('N72', 'N181') [[14.116857]]
('N28', 'N191') [[14.115777]]
('N45', 'N181') [[14.115548]]
('N200', 'N242') [[14.115311]]
('N32', 'N185') [[14.115139]]
('N72', 'N180') [[14.114756]]
('N223', 'N227') [[14.113511]]
('N67', 'N200') [[14.111578]]
('N242', 'N246') [[14.111482]]
('N22', 'M0P2') [[14.110296]]
('N232', 'M0P2') [[14.110141]]
('N218', 'N249') [[14.107188]]
('N140', 'N205') [[14.105161]]
('N57', 'N227') [[14.10459]]
('N225', 'N227') [[14.104559]]
('N20', 'N67') [[14.104255]]
('N95', 'N244') [[14.103819]]
('N218', 'M0P2') [[14.103356]]
('N31', 'N109') [[14.102776]]
('N67', 'N86') [[14.100194]]
('N51', 'N230') [[14.099158]]
('N11', 'N110') [[14.09688]]
('N75', 'N191') [[14.096592]]
('N124', 'N180') [[14.095726]]
('N137', 'M0P2') [[14.095605]]
('N179', 'N241') [[14.094999]]
('N109', 'N127') [[14.094428]]
('N35', 'N48') [[14.093802]]
('N227', 'N239') [[14.09273]]
('N179', 'N207') [[14.092715]]
('N116', 'N246') [[14.091948]]
('N90', 'N187') [[14.091221]]
('N180', 'N251') [[14.091208]]
('N21', 'N191') [[14.089249]]
('N67', 'M0P1') [[14.089159]]
('N36', 'N179') [[14.08891]]
('N109', 'N166') [[14.088252]]
('N67', 'N236') [[14.088012]]
('N148', 'N191') [[14.087738]]
('N109', 'N196') [[14.087537]]
('N109', 'N200') [[14.087106]]
('N69', 'N152') [[14.084676]]
('N205', 'N233') [[14.084368]]
('N88', 'N143') [[14.083842]]
('N21', 'N140') [[14.083701]]
('N52', 'N205') [[14.083609]]
('N179', 'N180') [[14.082844]]
('N123', 'N227') [[14.082804]]
('N95', 'N181') [[14.082796]]
('N35', 'N52') [[14.0822935]]
('N56', 'N227') [[14.081472]]
('N35', 'N252') [[14.080977]]
('N244', 'N251') [[14.080501]]
('N63', 'N227') [[14.080446]]
('N37', 'N191') [[14.079756]]
('N10', 'N227') [[14.07906]]
('N76', 'N242') [[14.0784025]]
('N187', 'N205') [[14.077601]]
('N89', 'N187') [[14.077359]]
('N20', 'N227') [[14.077249]]
('N88', 'N196') [[14.076471]]
('N218', 'M0P1') [[14.076397]]
('N36', 'N246') [[14.07635]]
('N19', 'N109') [[14.075446]]
('N100', 'M0P2') [[14.0752]]
('N17', 'N95') [[14.074173]]
('N144', 'M0P2') [[14.073028]]
('N1', 'N67') [[14.072836]]
('N11', 'N48') [[14.0727215]]
('N35', 'N230') [[14.072557]]
('N36', 'N64') [[14.072296]]
('N86', 'N144') [[14.07197]]
('N147', 'N227') [[14.070337]]
('N124', 'N249') [[14.070187]]
('N3', 'N181') [[14.06803]]
('N20', 'N179') [[14.067877]]
('N88', 'N251') [[14.06777]]
('N152', 'M0P2') [[14.067502]]
('N72', 'N246') [[14.0656185]]
('N2', 'N88') [[14.065112]]
('N149', 'N189') [[14.064292]]
('N67', 'N242') [[14.063139]]
('N86', 'N179') [[14.06234]]
('N3', 'N244') [[14.061472]]
('N1', 'N109') [[14.060522]]
('N36', 'N191') [[14.058615]]
('N241', 'M0P1') [[14.058187]]
('N179', 'N215') [[14.057319]]
('N145', 'N227') [[14.056366]]
('N52', 'N252') [[14.055317]]
('N112', 'N233') [[14.05512]]
('N86', 'M0P2') [[14.055032]]
('N22', 'N191') [[14.054663]]
('N180', 'N230') [[14.054394]]
('N1', 'N64') [[14.0537405]]
('N179', 'N253') [[14.053044]]
('N13', 'N67') [[14.052214]]
('N67', 'N144') [[14.051926]]
('N67', 'N149') [[14.051704]]
('N2', 'N95') [[14.051582]]
('N64', 'N90') [[14.050308]]
('N30', 'N227') [[14.049645]]
('N51', 'N244') [[14.049278]]
('N100', 'N218') [[14.048949]]
('N109', 'N242') [[14.048187]]
('N67', 'N166') [[14.048114]]
('N102', 'N191') [[14.047172]]
('N19', 'N67') [[14.046887]]
('N3', 'N94') [[14.046616]]
('N32', 'N179') [[14.046507]]
('N246', 'N251') [[14.0458765]]
('N137', 'N191') [[14.04522]]
('N224', 'N227') [[14.045125]]
('N179', 'N196') [[14.04376]]
('N60', 'N191') [[14.043746]]
('N36', 'N66') [[14.043404]]
('N67', 'N179') [[14.041416]]
('N110', 'M0P1') [[14.040941]]
('N11', 'N52') [[14.040706]]
('N1', 'N35') [[14.039464]]
('N187', 'N242') [[14.039135]]
('N122', 'N241') [[14.038603]]
('N191', 'N232') [[14.038006]]
('N48', 'N242') [[14.03787]]
('N21', 'M0P2') [[14.037693]]
('N179', 'N246') [[14.03764]]
('N109', 'N179') [[14.037052]]
('N79', 'N227') [[14.036854]]
('N71', 'M0P2') [[14.03653]]
('N67', 'N95') [[14.0355425]]
('N146', 'M0P2') [[14.035136]]
('N35', 'N89') [[14.034932]]
('N150', 'N207') [[14.033949]]
('N13', 'N242') [[14.0332575]]
('N242', 'N252') [[14.033153]]
('N28', 'N35') [[14.032396]]
('N95', 'M0P2') [[14.028768]]
('N10', 'N179') [[14.027799]]
('N96', 'N109') [[14.027731]]
('N21', 'N244') [[14.027486]]
('N28', 'N148') [[14.027264]]
('N88', 'N124') [[14.025965]]
('N69', 'N88') [[14.02489]]
('N187', 'N230') [[14.024739]]
('N88', 'N149') [[14.024691]]
('N166', 'N249') [[14.024297]]
('N109', 'N150') [[14.022983]]
('N89', 'N230') [[14.02235]]
('N36', 'N152') [[14.020052]]
('N36', 'N72') [[14.019219]]
('N144', 'N181') [[14.018577]]
('N146', 'M0P1') [[14.017916]]
('N152', 'N246') [[14.014829]]
('N86', 'N107') [[14.013432]]
('N21', 'N73') [[14.013069]]
('N7', 'N227') [[14.012983]]
('N19', 'N238') [[14.01269]]
('N90', 'N176') [[14.011043]]
('N3', 'N245') [[14.010654]]
('N35', 'N147') [[14.010535]]
('N52', 'N119') [[14.010145]]
('N200', 'M0P1') [[14.010105]]
('N3', 'N19') [[14.010089]]
('N39', 'N227') [[14.008545]]
('N148', 'N208') [[14.007643]]
('N140', 'N242') [[14.006519]]
('N2', 'N179') [[14.004149]]
('N3', 'N13') [[14.003381]]
('N194', 'N249') [[14.003174]]
('N46', 'N122') [[14.003147]]
('N128', 'N227') [[14.003061]]
('N52', 'N251') [[14.003058]]
('N137', 'N200') [[14.002312]]
('N69', 'N191') [[14.002299]]
('N185', 'N227') [[14.001324]]
('N110', 'N244') [[14.000789]]
('N212', 'N227') [[13.9991665]]
('N51', 'N144') [[13.998664]]
('N180', 'N246') [[13.998199]]
('N35', 'N142') [[13.997406]]
('N250', 'M0P2') [[13.99724]]
('N230', 'N242') [[13.995105]]
('N64', 'N86') [[13.994968]]
('N51', 'N177') [[13.994907]]
('N152', 'M0P1') [[13.993399]]
('N20', 'N140') [[13.99219]]
('N175', 'N249') [[13.992084]]
('N25', 'N181') [[13.991696]]
('N109', 'N187') [[13.991237]]
('N3', 'N73') [[13.991088]]
('N251', 'M0P2') [[13.991067]]
('N133', 'N227') [[13.989793]]
('N20', 'N32') [[13.989698]]
('N67', 'N126') [[13.988675]]
('N60', 'N144') [[13.988649]]
('N3', 'N41') [[13.988279]]
('N225', 'M0P1') [[13.988072]]
('N2', 'N189') [[13.988006]]
('N21', 'N249') [[13.986406]]
('N200', 'N250') [[13.984796]]
('N47', 'N227') [[13.984427]]
('N109', 'N224') [[13.98409]]
('N191', 'N249') [[13.983999]]
('N20', 'N208') [[13.983939]]
('N191', 'N253') [[13.983062]]
('N241', 'N252') [[13.981669]]
('N57', 'M0P2') [[13.98153]]
('N253', 'M0P2') [[13.981444]]
('N2', 'N109') [[13.980976]]
('N94', 'N251') [[13.980749]]
('N39', 'N185') [[13.980685]]
('N189', 'N200') [[13.980118]]
('N72', 'N122') [[13.978582]]
('N25', 'N166') [[13.977579]]
('N107', 'N227') [[13.976697]]
('N3', 'N241') [[13.976619]]
('N51', 'N196') [[13.976474]]
('N88', 'N110') [[13.976383]]
('N12', 'N21') [[13.976286]]
('N34', 'N196') [[13.975527]]
('N88', 'N223') [[13.975011]]
('N112', 'N227') [[13.974596]]
('N152', 'N213') [[13.974467]]
('N13', 'N89') [[13.974213]]
('N48', 'N187') [[13.973726]]
('N3', 'N45') [[13.973157]]
('N227', 'N238') [[13.97195]]
('N189', 'M0P2') [[13.971891]]
('N179', 'N244') [[13.971272]]
('N123', 'N149') [[13.9707365]]
('N144', 'N244') [[13.970177]]
('N88', 'N180') [[13.96985]]
('N76', 'M0P1') [[13.969672]]
('N36', 'N187') [[13.969622]]
('N191', 'N246') [[13.969132]]
('N119', 'N238') [[13.968818]]
('N90', 'N243') [[13.967517]]
('N25', 'N237') [[13.967467]]
('N177', 'N181') [[13.966721]]
('N221', 'M0P2') [[13.966377]]
('N28', 'N64') [[13.966345]]
('N35', 'N127') [[13.966154]]
('N11', 'N252') [[13.965927]]
('N27', 'N227') [[13.9642315]]
('N43', 'N69') [[13.963061]]
('N109', 'N165') [[13.96185]]
('N86', 'N189') [[13.961432]]
('N99', 'N109') [[13.9612875]]
('N104', 'N200') [[13.959986]]
('N1', 'M0P1') [[13.959467]]
('N119', 'N249') [[13.959309]]
('N110', 'N252') [[13.958594]]
('N11', 'N64') [[13.958584]]
('N20', 'N86') [[13.958194]]
('N145', 'N152') [[13.957661]]
('N53', 'N242') [[13.957603]]
('N39', 'N52') [[13.957596]]
('N60', 'N108') [[13.957413]]
('N33', 'N227') [[13.957169]]
('N13', 'N243') [[13.95711]]
('N207', 'M0P2') [[13.956119]]
('N21', 'N207') [[13.955724]]
('N99', 'N227') [[13.955662]]
('N20', 'N157') [[13.955628]]
('N52', 'N185') [[13.955217]]
('N64', 'N88') [[13.954112]]
('N52', 'N102') [[13.953605]]
('N152', 'N242') [[13.95281]]
('N197', 'N227') [[13.952801]]
('N180', 'M0P1') [[13.952352]]
('N140', 'N250') [[13.952018]]
('N115', 'N227') [[13.951955]]
('N51', 'N86') [[13.9517975]]
('N98', 'N152') [[13.9517565]]
('N3', 'N186') [[13.951647]]
('N148', 'N246') [[13.951387]]
('N205', 'N249') [[13.95055]]
('N28', 'M0P2') [[13.950423]]
('N100', 'N109') [[13.950385]]
('N242', 'N250') [[13.948882]]
('N135', 'N251') [[13.948764]]
('N112', 'N179') [[13.9487]]
('N2', 'N110') [[13.948324]]
('N21', 'N51') [[13.947602]]
('N109', 'N157') [[13.947324]]
('N35', 'N67') [[13.946613]]
('N43', 'N241') [[13.946067]]
('N110', 'N152') [[13.945304]]
('N39', 'N109') [[13.945272]]
('N12', 'N89') [[13.94454]]
('N52', 'N86') [[13.943484]]
('N127', 'N189') [[13.943195]]
('N191', 'N216') [[13.942899]]
('N28', 'N88') [[13.94276]]
('N35', 'N96') [[13.94275]]
('N95', 'N242') [[13.942411]]
('N250', 'M0P1') [[13.941423]]
('N16', 'M0P2') [[13.941414]]
('N227', 'N235') [[13.941303]]
('N67', 'N102') [[13.940754]]
('N34', 'M0P1') [[13.940712]]
('N52', 'N238') [[13.939755]]
('N67', 'N119') [[13.939247]]
('N35', 'N90') [[13.939109]]
('N151', 'N227') [[13.9384365]]
('N3', 'N218') [[13.937684]]
('N67', 'N196') [[13.936997]]
('N65', 'N249') [[13.936942]]
('N100', 'N140') [[13.936939]]
('N195', 'N227') [[13.936447]]
('N67', 'N109') [[13.9360695]]
('N72', 'N78') [[13.935791]]
('N67', 'N124') [[13.935708]]
('N46', 'N180') [[13.935429]]
('N32', 'N230') [[13.935353]]
('N194', 'N227') [[13.935016]]
('N67', 'N157') [[13.934644]]
('N94', 'N227') [[13.933784]]
('N95', 'N179') [[13.933738]]
('N9', 'N51') [[13.93337]]
('N130', 'M0P1') [[13.932811]]
('N64', 'N130') [[13.93262]]
('N21', 'N57') [[13.932381]]
('N220', 'N227') [[13.9315815]]
('N12', 'N90') [[13.931421]]
('N65', 'N251') [[13.930738]]
('N90', 'N200') [[13.930296]]
('N21', 'N233') [[13.929783]]
('N48', 'N67') [[13.929407]]
('N179', 'N187') [[13.928803]]
('N88', 'N205') [[13.928668]]
('N85', 'N227') [[13.928489]]
('N25', 'N252') [[13.928405]]
('N72', 'N238') [[13.9276905]]
('N11', 'N179') [[13.927088]]
('N10', 'N216') [[13.926546]]
('N76', 'N110') [[13.92649]]
('N47', 'N230') [[13.92637]]
('N40', 'N179') [[13.926334]]
('N137', 'N186') [[13.925617]]
('N198', 'N227') [[13.92533]]
('N140', 'N196') [[13.925087]]
('N20', 'M0P2') [[13.924794]]
('N3', 'N89') [[13.924313]]
('N109', 'N153') [[13.923878]]
('N109', 'N172') [[13.923752]]
('N123', 'N242') [[13.923142]]
('N2', 'N36') [[13.923126]]
('N51', 'M0P1') [[13.922133]]
('N88', 'N177') [[13.919385]]
('N86', 'N148') [[13.918383]]
('N1', 'N66') [[13.918269]]
('N35', 'N189') [[13.917894]]
('N21', 'N185') [[13.917142]]
('N86', 'N250') [[13.916775]]
('N185', 'M0P1') [[13.916028]]
('N52', 'N237') [[13.915952]]
('N181', 'N189') [[13.915891]]
('N64', 'M0P1') [[13.915718]]
('N157', 'N207') [[13.915172]]
('N13', 'N130') [[13.91504]]
('N19', 'N110') [[13.914575]]
('N21', 'N88') [[13.914541]]
('N19', 'N251') [[13.913278]]
('N245', 'M0P2') [[13.913106]]
('N150', 'N227') [[13.91154]]
('N26', 'N242') [[13.911237]]
('N154', 'N227') [[13.911053]]
('N3', 'N230') [[13.910923]]
